LEFT_TABLE,LEFT_COLUMN,RIGHT_TABLE,RIGHT_COLUMN
database#department_store#Order_Items.csv,product_id,database#department_store#Products.csv,product_id
database#department_store#Product_Suppliers.csv,supplier_id,database#department_store#Suppliers.csv,supplier_id
database#department_store#Product_Suppliers.csv,product_id,database#department_store#Products.csv,product_id
database#department_store#Staff_Department_Assignments.csv,department_id,database#department_store#Departments.csv,department_id
database#department_store#Staff_Department_Assignments.csv,staff_id,database#department_store#Staff.csv,staff_id
database#device#stock.csv,Shop_ID,database#device#shop.csv,Shop_ID
database#device#stock.csv,Device_ID,database#device#device.csv,Device_ID
database#document_management#Users.csv,role_code,database#document_management#Roles.csv,role_code
database#document_management#Documents.csv,document_structure_code,database#document_management#Document_Structures.csv,document_structure_code
database#document_management#Document_Functional_Areas.csv,document_code,database#document_management#Documents.csv,document_code
database#document_management#Document_Functional_Areas.csv,functional_area_code,database#document_management#Functional_Areas.csv,functional_area_code
database#document_management#Document_Sections.csv,document_code,database#document_management#Documents.csv,document_code
database#document_management#Document_Sections_Images.csv,section_id,database#document_management#Document_Sections.csv,section_id
database#document_management#Document_Sections_Images.csv,image_id,database#document_management#Images.csv,image_id
database#dog_kennels#Dogs.csv,breed_code,database#dog_kennels#Breeds.csv,breed_code
database#dog_kennels#Dogs.csv,size_code,database#dog_kennels#Sizes.csv,size_code
database#dog_kennels#Dogs.csv,owner_id,database#dog_kennels#Owners.csv,owner_id
database#dog_kennels#Dogs.csv,owner_id,database#dog_kennels#Owners.csv,owner_id
database#dog_kennels#Treatments.csv,treatment_type_code,database#dog_kennels#Treatment_Types.csv,treatment_type_code
database#dog_kennels#Treatments.csv,professional_id,database#dog_kennels#Professionals.csv,professional_id
database#dog_kennels#Treatments.csv,dog_id,database#dog_kennels#Dogs.csv,dog_id
database#dorm_1#Has_amenity.csv,dormid,database#dorm_1#Dorm.csv,dormid
database#dorm_1#Has_amenity.csv,amenid,database#dorm_1#Dorm_amenity.csv,amenid
database#dorm_1#Lives_in.csv,stuid,database#dorm_1#Student.csv,StuID
database#dorm_1#Lives_in.csv,dormid,database#dorm_1#Dorm.csv,dormid
database#driving_school#Staff.csv,staff_address_id,database#driving_school#Addresses.csv,address_id
database#driving_school#Customers.csv,customer_address_id,database#driving_school#Addresses.csv,address_id
database#driving_school#Customer_Payments.csv,customer_id,database#driving_school#Customers.csv,customer_id
database#driving_school#Lessons.csv,vehicle_id,database#driving_school#Vehicles.csv,vehicle_id
database#driving_school#Lessons.csv,staff_id,database#driving_school#Staff.csv,staff_id
database#driving_school#Lessons.csv,customer_id,database#driving_school#Customers.csv,customer_id
database#e_government#Forms.csv,service_id,database#e_government#Services.csv,service_id
database#e_government#Organization_Contact_Individuals.csv,organization_id,database#e_government#Organizations.csv,organization_id
database#e_government#Organization_Contact_Individuals.csv,individual_id,database#e_government#Individuals.csv,individual_id
database#e_government#Party_Addresses.csv,address_id,database#e_government#Addresses.csv,address_id
database#e_government#Party_Addresses.csv,party_id,database#e_government#Parties.csv,party_id
database#e_government#Party_Forms.csv,party_id,database#e_government#Parties.csv,party_id
database#e_government#Party_Forms.csv,form_id,database#e_government#Forms.csv,form_id
database#e_government#Party_Services.csv,service_id,database#e_government#Services.csv,service_id
database#e_government#Party_Services.csv,customer_id,database#e_government#Parties.csv,party_id
database#e_learning#Courses.csv,author_id,database#e_learning#Course_Authors_and_Tutors.csv,author_id
database#e_learning#Courses.csv,subject_id,database#e_learning#Subjects.csv,subject_id
database#e_learning#Student_Course_Enrolment.csv,course_id,database#e_learning#Courses.csv,course_id
database#e_learning#Student_Course_Enrolment.csv,student_id,database#e_learning#Students.csv,student_id
database#e_learning#Student_Tests_Taken.csv,registration_id,database#e_learning#Student_Course_Enrolment.csv,registration_id
database#election#election.csv,Party,database#election#party.csv,Party_ID
database#election#election.csv,District,database#election#county.csv,County_Id
database#election_representative#election.csv,Representative_ID,database#election_representative#representative.csv,Representative_ID
database#employee_hire_evaluation#hiring.csv,Shop_ID,database#employee_hire_evaluation#shop.csv,Shop_ID
database#employee_hire_evaluation#hiring.csv,Employee_ID,database#employee_hire_evaluation#employee.csv,Employee_ID
database#employee_hire_evaluation#evaluation.csv,Employee_ID,database#employee_hire_evaluation#employee.csv,Employee_ID
database#entertainment_awards#nomination.csv,Artwork_ID,database#entertainment_awards#artwork.csv,Artwork_ID
database#entertainment_awards#nomination.csv,Festival_ID,database#entertainment_awards#festival_detail.csv,Festival_ID
database#entrepreneur#entrepreneur.csv,People_ID,database#entrepreneur#people.csv,People_ID
database#farm#farm_competition.csv,Host_city_ID,database#farm#city.csv,City_ID
database#farm#competition_record.csv,Competition_ID,database#farm#farm_competition.csv,Competition_ID
database#farm#competition_record.csv,Farm_ID,database#farm#farm.csv,Farm_ID
database#film_rank#film_market_estimation.csv,Film_ID,database#film_rank#film.csv,Film_ID
database#film_rank#film_market_estimation.csv,Market_ID,database#film_rank#market.csv,Market_ID
database#flight_1#flight.csv,aid,database#flight_1#aircraft.csv,aid
database#flight_1#certificate.csv,eid,database#flight_1#employee.csv,eid
database#flight_1#certificate.csv,aid,database#flight_1#aircraft.csv,aid
database#flight_2#flights.csv,SourceAirport,database#flight_2#airports.csv,AirportCode
database#flight_2#flights.csv,DestAirport,database#flight_2#airports.csv,AirportCode
database#flight_company#flight.csv,airport_id,database#flight_company#airport.csv,id
database#flight_company#flight.csv,company_id,database#flight_company#operate_company.csv,id
database#formula_1#races.csv,circuitId,database#formula_1#circuits.csv,circuitId
database#formula_1#constructorStandings.csv,constructorId,database#formula_1#constructors.csv,constructorId
database#formula_1#constructorStandings.csv,raceId,database#formula_1#races.csv,raceId
database#formula_1#results.csv,constructorId,database#formula_1#constructors.csv,constructorId
database#formula_1#results.csv,raceId,database#formula_1#races.csv,raceId
database#formula_1#results.csv,driverId,database#formula_1#drivers.csv,driverId
database#formula_1#driverStandings.csv,raceId,database#formula_1#races.csv,raceId
database#formula_1#driverStandings.csv,driverId,database#formula_1#drivers.csv,driverId
database#formula_1#constructorResults.csv,constructorId,database#formula_1#constructors.csv,constructorId
database#formula_1#constructorResults.csv,raceId,database#formula_1#races.csv,raceId
database#formula_1#qualifying.csv,constructorId,database#formula_1#constructors.csv,constructorId
database#formula_1#qualifying.csv,raceId,database#formula_1#races.csv,raceId
database#formula_1#qualifying.csv,driverId,database#formula_1#drivers.csv,driverId
database#formula_1#pitStops.csv,raceId,database#formula_1#races.csv,raceId
database#formula_1#pitStops.csv,driverId,database#formula_1#drivers.csv,driverId
database#formula_1#lapTimes.csv,raceId,database#formula_1#races.csv,raceId
database#formula_1#lapTimes.csv,driverId,database#formula_1#drivers.csv,driverId
database#game_1#Plays_Games.csv,GameID,database#game_1#Video_Games.csv,GameID
database#game_1#Plays_Games.csv,StuID,database#game_1#Student.csv,StuID
database#game_1#SportsInfo.csv,StuID,database#game_1#Student.csv,StuID
database#game_injury#game.csv,stadium_id,database#game_injury#stadium.csv,id
database#game_injury#injury_accident.csv,game_id,database#game_injury#game.csv,id
database#gas_company#station_company.csv,Station_ID,database#gas_company#gas_station.csv,Station_ID
database#gas_company#station_company.csv,Company_ID,database#gas_company#company.csv,Company_ID
database#geo#city.csv,state_name,database#geo#state.csv,state_name
database#geo#border_info.csv,state_name,database#geo#state.csv,state_name
database#geo#border_info.csv,border,database#geo#state.csv,state_name
database#geo#highlow.csv,state_name,database#geo#state.csv,state_name
database#geo#mountain.csv,state_name,database#geo#state.csv,state_name
database#geo#river.csv,traverse,database#geo#state.csv,state_name
database#gymnast#gymnast.csv,Gymnast_ID,database#gymnast#people.csv,People_ID
database#hospital_1#Department.csv,Head,database#hospital_1#Physician.csv,EmployeeID
database#hospital_1#Affiliated_With.csv,Physician,database#hospital_1#Physician.csv,EmployeeID
database#hospital_1#Affiliated_With.csv,Department,database#hospital_1#Department.csv,DepartmentID
database#hospital_1#Trained_In.csv,Physician,database#hospital_1#Physician.csv,EmployeeID
database#hospital_1#Trained_In.csv,Treatment,database#hospital_1#Procedures.csv,Code
database#hospital_1#Patient.csv,PCP,database#hospital_1#Physician.csv,EmployeeID
database#hospital_1#Appointment.csv,Patient,database#hospital_1#Patient.csv,SSN
database#hospital_1#Appointment.csv,PrepNurse,database#hospital_1#Nurse.csv,EmployeeID
database#hospital_1#Appointment.csv,Physician,database#hospital_1#Physician.csv,EmployeeID
database#hospital_1#Prescribes.csv,Physician,database#hospital_1#Physician.csv,EmployeeID
database#hospital_1#Prescribes.csv,Patient,database#hospital_1#Patient.csv,SSN
database#hospital_1#Prescribes.csv,Medication,database#hospital_1#Medication.csv,Code
database#hospital_1#Prescribes.csv,Appointment,database#hospital_1#Appointment.csv,AppointmentID
database#hospital_1#On_Call.csv,Nurse,database#hospital_1#Nurse.csv,EmployeeID
database#hospital_1#Stay.csv,Patient,database#hospital_1#Patient.csv,SSN
database#hospital_1#Stay.csv,Room,database#hospital_1#Room.csv,RoomNumber
database#hospital_1#Undergoes.csv,Patient,database#hospital_1#Patient.csv,SSN
database#hospital_1#Undergoes.csv,Procedures,database#hospital_1#Procedures.csv,Code
database#hospital_1#Undergoes.csv,Stay,database#hospital_1#Stay.csv,StayID
database#hospital_1#Undergoes.csv,Physician,database#hospital_1#Physician.csv,EmployeeID
database#hospital_1#Undergoes.csv,AssistingNurse,database#hospital_1#Nurse.csv,EmployeeID
database#hr_1#countries.csv,REGION_ID,database#hr_1#regions.csv,REGION_ID
database#hr_1#employees.csv,DEPARTMENT_ID,database#hr_1#departments.csv,DEPARTMENT_ID
database#hr_1#employees.csv,JOB_ID,database#hr_1#jobs.csv,JOB_ID
database#hr_1#job_history.csv,EMPLOYEE_ID,database#hr_1#employees.csv,EMPLOYEE_ID
database#hr_1#job_history.csv,DEPARTMENT_ID,database#hr_1#departments.csv,DEPARTMENT_ID
database#hr_1#job_history.csv,JOB_ID,database#hr_1#jobs.csv,JOB_ID
database#hr_1#locations.csv,COUNTRY_ID,database#hr_1#countries.csv,COUNTRY_ID
database#imdb#cast.csv,aid,database#imdb#actor.csv,aid
database#imdb#cast.csv,msid,database#imdb#copyright.csv,msid
database#imdb#classification.csv,gid,database#imdb#genre.csv,gid
database#imdb#classification.csv,msid,database#imdb#copyright.csv,msid
database#imdb#directed_by.csv,msid,database#imdb#copyright.csv,msid
database#imdb#directed_by.csv,did,database#imdb#director.csv,did
database#imdb#made_by.csv,msid,database#imdb#copyright.csv,msid
database#imdb#made_by.csv,pid,database#imdb#producer.csv,pid
database#imdb#tags.csv,msid,database#imdb#copyright.csv,msid
database#imdb#tags.csv,kid,database#imdb#keyword.csv,kid
database#imdb#written_by.csv,msid,database#imdb#copyright.csv,msid
database#imdb#written_by.csv,wid,database#imdb#writer.csv,wid
database#inn_1#Reservations.csv,Room,database#inn_1#Rooms.csv,RoomId
database#insurance_and_eClaims#Policies.csv,Customer_ID,database#insurance_and_eClaims#Customers.csv,Customer_ID
database#insurance_and_eClaims#Claim_Headers.csv,Policy_ID,database#insurance_and_eClaims#Policies.csv,Policy_ID
database#insurance_and_eClaims#Claims_Documents.csv,Claim_ID,database#insurance_and_eClaims#Claim_Headers.csv,Claim_Header_ID
database#insurance_and_eClaims#Claims_Documents.csv,Created_by_Staff_ID,database#insurance_and_eClaims#Staff.csv,Staff_ID
database#insurance_and_eClaims#Claims_Processing.csv,Claim_ID,database#insurance_and_eClaims#Claim_Headers.csv,Claim_Header_ID
database#insurance_and_eClaims#Claims_Processing.csv,Staff_ID,database#insurance_and_eClaims#Staff.csv,Staff_ID
database#insurance_fnol#Customers_Policies.csv,Customer_ID,database#insurance_fnol#Customers.csv,Customer_ID
database#insurance_fnol#Customers_Policies.csv,Policy_ID,database#insurance_fnol#Available_Policies.csv,Policy_ID
database#insurance_fnol#First_Notification_of_Loss.csv,Service_ID,database#insurance_fnol#Services.csv,Service_ID
database#insurance_fnol#Claims.csv,FNOL_ID,database#insurance_fnol#First_Notification_of_Loss.csv,FNOL_ID
database#insurance_fnol#Settlements.csv,Claim_ID,database#insurance_fnol#Claims.csv,Claim_ID
database#insurance_policies#Customer_Policies.csv,Customer_ID,database#insurance_policies#Customers.csv,Customer_ID
database#insurance_policies#Claims.csv,Policy_ID,database#insurance_policies#Customer_Policies.csv,Policy_ID
database#insurance_policies#Settlements.csv,Claim_ID,database#insurance_policies#Claims.csv,Claim_ID
database#insurance_policies#Payments.csv,Settlement_ID,database#insurance_policies#Settlements.csv,Settlement_ID
database#journal_committee#journal_committee.csv,Editor_ID,database#journal_committee#editor.csv,Editor_ID
database#journal_committee#journal_committee.csv,Journal_ID,database#journal_committee#journal.csv,Journal_ID
database#loan_1#customer.csv,branch_ID,database#loan_1#bank.csv,branch_ID
database#loan_1#loan.csv,branch_ID,database#loan_1#bank.csv,branch_ID
database#loan_1#loan.csv,Cust_ID,database#loan_1#customer.csv,Cust_ID
database#local_govt_and_lot#Residents.csv,property_id,database#local_govt_and_lot#Properties.csv,property_id
database#local_govt_and_lot#Services.csv,organization_id,database#local_govt_and_lot#Organizations.csv,organization_id
database#local_govt_and_lot#Residents_Services.csv,service_id,database#local_govt_and_lot#Services.csv,service_id
database#local_govt_and_lot#Things.csv,organization_id,database#local_govt_and_lot#Organizations.csv,organization_id
database#local_govt_and_lot#Customer_Events.csv,thing_id,database#local_govt_and_lot#Things.csv,thing_id
database#local_govt_and_lot#Customer_Events.csv,customer_id,database#local_govt_and_lot#Customers.csv,customer_id
database#local_govt_and_lot#Customer_Event_Notes.csv,Customer_Event_ID,database#local_govt_and_lot#Customer_Events.csv,Customer_Event_ID
database#local_govt_and_lot#Timed_Status_of_Things.csv,thing_id,database#local_govt_and_lot#Things.csv,thing_id
database#local_govt_and_lot#Timed_Locations_of_Things.csv,thing_id,database#local_govt_and_lot#Things.csv,thing_id
database#local_govt_in_alabama#Events.csv,Service_ID,database#local_govt_in_alabama#Services.csv,Service_ID
database#local_govt_in_alabama#Participants_in_Events.csv,Participant_ID,database#local_govt_in_alabama#Participants.csv,Participant_ID
database#local_govt_in_alabama#Participants_in_Events.csv,Event_ID,database#local_govt_in_alabama#Events.csv,Event_ID
database#local_govt_mdm#CMI_Cross_References.csv,master_customer_id,database#local_govt_mdm#Customer_Master_Index.csv,master_customer_id
database#local_govt_mdm#Council_Tax.csv,cmi_cross_ref_id,database#local_govt_mdm#CMI_Cross_References.csv,cmi_cross_ref_id
database#local_govt_mdm#Business_Rates.csv,cmi_cross_ref_id,database#local_govt_mdm#CMI_Cross_References.csv,cmi_cross_ref_id
database#local_govt_mdm#Benefits_Overpayments.csv,cmi_cross_ref_id,database#local_govt_mdm#CMI_Cross_References.csv,cmi_cross_ref_id
database#local_govt_mdm#Parking_Fines.csv,cmi_cross_ref_id,database#local_govt_mdm#CMI_Cross_References.csv,cmi_cross_ref_id
database#local_govt_mdm#Rent_Arrears.csv,cmi_cross_ref_id,database#local_govt_mdm#CMI_Cross_References.csv,cmi_cross_ref_id
database#local_govt_mdm#Electoral_Register.csv,cmi_cross_ref_id,database#local_govt_mdm#CMI_Cross_References.csv,cmi_cross_ref_id
database#machine_repair#repair_assignment.csv,technician_id,database#machine_repair#technician.csv,technician_id
database#machine_repair#repair_assignment.csv,repair_ID,database#machine_repair#repair.csv,repair_ID
database#machine_repair#repair_assignment.csv,Machine_ID,database#machine_repair#machine.csv,Machine_ID
database#manufactory_1#Products.csv,Manufacturer,database#manufactory_1#Manufacturers.csv,Code
database#manufacturer#furniture_manufacte.csv,Manufacturer_ID,database#manufacturer#manufacturer.csv,Manufacturer_ID
database#manufacturer#furniture_manufacte.csv,Furniture_ID,database#manufacturer#furniture.csv,Furniture_ID
database#match_season#match_season.csv,Country,database#match_season#country.csv,Country_id
database#match_season#match_season.csv,Team,database#match_season#team.csv,Team_id
database#match_season#player.csv,Team,database#match_season#team.csv,Team_id
database#medicine_enzyme_interaction#medicine_enzyme_interaction.csv,enzyme_id,database#medicine_enzyme_interaction#enzyme.csv,id
database#medicine_enzyme_interaction#medicine_enzyme_interaction.csv,medicine_id,database#medicine_enzyme_interaction#medicine.csv,id
database#mountain_photos#photos.csv,camera_lens_id,database#mountain_photos#camera_lens.csv,id
database#mountain_photos#photos.csv,mountain_id,database#mountain_photos#mountain.csv,id
database#movie_1#Rating.csv,mID,database#movie_1#Movie.csv,mID
database#movie_1#Rating.csv,rID,database#movie_1#Reviewer.csv,rID
database#museum_visit#visit.csv,Museum_ID,database#museum_visit#museum.csv,Museum_ID
database#museum_visit#visit.csv,visitor_ID,database#museum_visit#visitor.csv,ID
database#music_1#artist.csv,preferred_genre,database#music_1#genre.csv,g_name
database#music_1#files.csv,artist_name,database#music_1#artist.csv,artist_name
database#music_1#song.csv,artist_name,database#music_1#artist.csv,artist_name
database#music_1#song.csv,f_id,database#music_1#files.csv,f_id
database#music_1#song.csv,genre_is,database#music_1#genre.csv,g_name
database#music_2#Instruments.csv,SongId,database#music_2#Songs.csv,SongId
database#music_2#Instruments.csv,BandmateId,database#music_2#Band.csv,Id
database#music_2#Performance.csv,SongId,database#music_2#Songs.csv,SongId
database#music_2#Performance.csv,Bandmate,database#music_2#Band.csv,Id
database#music_2#Tracklists.csv,SongId,database#music_2#Songs.csv,SongId
database#music_2#Tracklists.csv,AlbumId,database#music_2#Albums.csv,AId
database#music_2#Vocals.csv,SongId,database#music_2#Songs.csv,SongId
database#music_2#Vocals.csv,Bandmate,database#music_2#Band.csv,Id
database#music_4#volume.csv,Artist_ID,database#music_4#artist.csv,Artist_ID
database#music_4#music_festival.csv,Volume,database#music_4#volume.csv,Volume_ID
database#musical#actor.csv,Musical_ID,database#musical#actor.csv,Actor_ID
database#network_1#Friend.csv,student_id,database#network_1#Highschooler.csv,ID
database#network_1#Friend.csv,friend_id,database#network_1#Highschooler.csv,ID
database#network_1#Likes.csv,liked_id,database#network_1#Highschooler.csv,ID
database#network_1#Likes.csv,student_id,database#network_1#Highschooler.csv,ID
database#network_2#PersonFriend.csv,name,database#network_2#Person.csv,name
database#network_2#PersonFriend.csv,friend,database#network_2#Person.csv,name
database#news_report#news_report.csv,journalist_ID,database#news_report#journalist.csv,journalist_ID
database#news_report#news_report.csv,Event_ID,database#news_report#event.csv,Event_ID
database#orchestra#orchestra.csv,Conductor_ID,database#orchestra#conductor.csv,Conductor_ID
database#orchestra#performance.csv,Orchestra_ID,database#orchestra#orchestra.csv,Orchestra_ID
database#orchestra#show.csv,Performance_ID,database#orchestra#performance.csv,Performance_ID
database#party_host#party_host.csv,Host_ID,database#party_host#host.csv,Host_ID
database#party_host#party_host.csv,Party_ID,database#party_host#party.csv,Party_ID
database#party_people#party.csv,Region_ID,database#party_people#region.csv,Region_ID
database#party_people#member.csv,Party_ID,database#party_people#party.csv,Party_ID
database#party_people#party_events.csv,Party_ID,database#party_people#party.csv,Party_ID
database#party_people#party_events.csv,Member_in_charge_ID,database#party_people#member.csv,Member_ID
database#performance_attendance#member_attendance.csv,Member_ID,database#performance_attendance#member.csv,Member_ID
database#performance_attendance#member_attendance.csv,Performance_ID,database#performance_attendance#performance.csv,Performance_ID
database#perpetrator#perpetrator.csv,People_ID,database#perpetrator#people.csv,People_ID
database#pets_1#Has_Pet.csv,PetID,database#pets_1#Pets.csv,PetID
database#pets_1#Has_Pet.csv,StuID,database#pets_1#Student.csv,StuID
database#phone_1#phone.csv,screen_mode,database#phone_1#screen_mode.csv,Graphics_mode
database#phone_1#phone.csv,chip_model,database#phone_1#chip_model.csv,Model_name
database#phone_market#phone_market.csv,Market_ID,database#phone_market#market.csv,Market_ID
database#phone_market#phone_market.csv,Phone_ID,database#phone_market#phone.csv,Phone_ID
database#pilot_record#pilot_record.csv,Pilot_ID,database#pilot_record#pilot.csv,Pilot_ID
database#pilot_record#pilot_record.csv,Aircraft_ID,database#pilot_record#aircraft.csv,Aircraft_ID
database#poker_player#poker_player.csv,People_ID,database#poker_player#people.csv,People_ID
database#product_catalog#Catalog_Structure.csv,catalog_id,database#product_catalog#Catalogs.csv,catalog_id
database#product_catalog#Catalog_Contents.csv,catalog_level_number,database#product_catalog#Catalog_Structure.csv,catalog_level_number
database#product_catalog#Catalog_Contents_Additional_Attributes.csv,catalog_entry_id,database#product_catalog#Catalog_Contents.csv,catalog_entry_id
database#product_catalog#Catalog_Contents_Additional_Attributes.csv,catalog_level_number,database#product_catalog#Catalog_Structure.csv,catalog_level_number
database#products_for_hire#Customers.csv,coupon_id,database#products_for_hire#Discount_Coupons.csv,coupon_id
database#products_for_hire#Bookings.csv,customer_id,database#products_for_hire#Customers.csv,customer_id
database#products_for_hire#Payments.csv,booking_id,database#products_for_hire#Bookings.csv,booking_id
database#products_for_hire#Payments.csv,customer_id,database#products_for_hire#Customers.csv,customer_id
database#products_for_hire#Products_Booked.csv,booking_id,database#products_for_hire#Bookings.csv,booking_id
database#products_for_hire#Products_Booked.csv,product_id,database#products_for_hire#Products_for_Hire.csv,product_id
database#products_for_hire#View_Product_Availability.csv,booking_id,database#products_for_hire#Bookings.csv,booking_id
database#products_for_hire#View_Product_Availability.csv,product_id,database#products_for_hire#Products_for_Hire.csv,product_id
database#products_gen_characteristics#Characteristics.csv,characteristic_type_code,database#products_gen_characteristics#Ref_Characteristic_Types.csv,characteristic_type_code
database#products_gen_characteristics#Products.csv,product_category_code,database#products_gen_characteristics#Ref_Product_Categories.csv,product_category_code
database#products_gen_characteristics#Product_Characteristics.csv,characteristic_id,database#products_gen_characteristics#Characteristics.csv,characteristic_id
database#products_gen_characteristics#Product_Characteristics.csv,product_id,database#products_gen_characteristics#Products.csv,product_id
database#program_share#broadcast.csv,Channel_ID,database#program_share#channel.csv,Channel_ID
database#program_share#broadcast.csv,Program_ID,database#program_share#program.csv,Program_ID
database#program_share#broadcast_share.csv,Channel_ID,database#program_share#channel.csv,Channel_ID
database#program_share#broadcast_share.csv,Program_ID,database#program_share#program.csv,Program_ID
database#protein_institute#protein.csv,Institution_id,database#protein_institute#Institution.csv,Institution_id
database#race_track#race.csv,Track_ID,database#race_track#track.csv,Track_ID
database#railway#train.csv,Railway_ID,database#railway#railway.csv,Railway_ID
database#railway#railway_manage.csv,Manager_ID,database#railway#manager.csv,Manager_ID
database#railway#railway_manage.csv,Railway_ID,database#railway#railway.csv,Railway_ID
database#real_estate_properties#Other_Available_Features.csv,feature_type_code,database#real_estate_properties#Ref_Feature_Types.csv,feature_type_code
database#real_estate_properties#Properties.csv,property_type_code,database#real_estate_properties#Ref_Property_Types.csv,property_type_code
database#real_estate_properties#Other_Property_Features.csv,feature_id,database#real_estate_properties#Other_Available_Features.csv,feature_id
database#real_estate_properties#Other_Property_Features.csv,property_id,database#real_estate_properties#Properties.csv,property_id
database#restaurant_1#Type_Of_Restaurant.csv,ResID,database#restaurant_1#Restaurant.csv,ResID
database#restaurant_1#Type_Of_Restaurant.csv,ResTypeID,database#restaurant_1#Restaurant_Type.csv,ResTypeID
database#restaurant_1#Visits_Restaurant.csv,StuID,database#restaurant_1#Student.csv,StuID
database#restaurant_1#Visits_Restaurant.csv,ResID,database#restaurant_1#Restaurant.csv,ResID
database#restaurants#RESTAURANT.csv,CITY_NAME,database#restaurants#GEOGRAPHIC.csv,CITY_NAME
database#restaurants#LOCATION.csv,CITY_NAME,database#restaurants#GEOGRAPHIC.csv,CITY_NAME
database#restaurants#LOCATION.csv,RESTAURANT_ID,database#restaurants#RESTAURANT.csv,RESTAURANT_ID
database#riding_club#coach.csv,Club_ID,database#riding_club#club.csv,Club_ID
database#riding_club#player_coach.csv,Player_ID,database#riding_club#player.csv,Player_ID
database#riding_club#player_coach.csv,Coach_ID,database#riding_club#coach.csv,Coach_ID
database#riding_club#match_result.csv,Club_ID,database#riding_club#club.csv,Club_ID
database#roller_coaster#roller_coaster.csv,Country_ID,database#roller_coaster#country.csv,Country_ID
database#sakila_1#address.csv,city_id,database#sakila_1#city.csv,city_id
database#sakila_1#city.csv,country_id,database#sakila_1#country.csv,country_id
database#sakila_1#customer.csv,address_id,database#sakila_1#address.csv,address_id
database#sakila_1#customer.csv,store_id,database#sakila_1#store.csv,store_id
database#sakila_1#film.csv,language_id,database#sakila_1#language.csv,language_id
database#sakila_1#film.csv,original_language_id,database#sakila_1#language.csv,language_id
database#sakila_1#film_actor.csv,actor_id,database#sakila_1#actor.csv,actor_id
database#sakila_1#film_actor.csv,film_id,database#sakila_1#film.csv,film_id
database#sakila_1#film_category.csv,film_id,database#sakila_1#film.csv,film_id
database#sakila_1#film_category.csv,category_id,database#sakila_1#category.csv,category_id
database#sakila_1#inventory.csv,store_id,database#sakila_1#store.csv,store_id
database#sakila_1#inventory.csv,film_id,database#sakila_1#film.csv,film_id
database#sakila_1#payment.csv,rental_id,database#sakila_1#rental.csv,rental_id
database#sakila_1#payment.csv,customer_id,database#sakila_1#customer.csv,customer_id
database#sakila_1#payment.csv,staff_id,database#sakila_1#staff.csv,staff_id
database#sakila_1#rental.csv,staff_id,database#sakila_1#staff.csv,staff_id
database#sakila_1#rental.csv,inventory_id,database#sakila_1#inventory.csv,inventory_id
database#sakila_1#rental.csv,customer_id,database#sakila_1#customer.csv,customer_id
database#sakila_1#staff.csv,store_id,database#sakila_1#store.csv,store_id
database#sakila_1#staff.csv,address_id,database#sakila_1#address.csv,address_id
database#sakila_1#store.csv,manager_staff_id,database#sakila_1#staff.csv,staff_id
database#sakila_1#store.csv,address_id,database#sakila_1#address.csv,address_id
database#scholar#paper.csv,journalId,database#scholar#journal.csv,journalId
database#scholar#paper.csv,venueId,database#scholar#venue.csv,venueId
database#scholar#cite.csv,citedpaperId,database#scholar#paper.csv,paperId
database#scholar#cite.csv,citingpaperId,database#scholar#paper.csv,paperId
database#scholar#paperKeyphrase.csv,paperId,database#scholar#paper.csv,paperId
database#scholar#paperKeyphrase.csv,keyphraseId,database#scholar#keyphrase.csv,keyphraseId
database#scholar#writes.csv,paperId,database#scholar#paper.csv,paperId
database#scholar#writes.csv,authorId,database#scholar#author.csv,authorId
database#school_bus#school_bus.csv,School_ID,database#school_bus#school.csv,School_ID
database#school_bus#school_bus.csv,Driver_ID,database#school_bus#driver.csv,Driver_ID
database#school_finance#budget.csv,School_id,database#school_finance#School.csv,School_id
database#school_finance#endowment.csv,School_id,database#school_finance#School.csv,School_id
database#school_player#school_details.csv,School_ID,database#school_player#school.csv,School_ID
database#school_player#school_performance.csv,School_ID,database#school_player#school.csv,School_ID
database#school_player#player.csv,School_ID,database#school_player#school.csv,School_ID
database#scientist_1#AssignedTo.csv,Scientist,database#scientist_1#Scientists.csv,SSN
database#scientist_1#AssignedTo.csv,Project,database#scientist_1#Projects.csv,Code
database#ship_1#captain.csv,Ship_ID,database#ship_1#Ship.csv,Ship_ID
database#ship_mission#mission.csv,Ship_ID,database#ship_mission#ship.csv,Ship_ID
database#shop_membership#membership_register_branch.csv,Member_ID,database#shop_membership#member.csv,Member_ID
database#shop_membership#membership_register_branch.csv,Branch_ID,database#shop_membership#branch.csv,Branch_ID
database#shop_membership#purchase.csv,Member_ID,database#shop_membership#member.csv,Member_ID
database#shop_membership#purchase.csv,Branch_ID,database#shop_membership#branch.csv,Branch_ID
database#singer#song.csv,Singer_ID,database#singer#singer.csv,Singer_ID
database#soccer_1#Player_Attributes.csv,player_fifa_api_id,database#soccer_1#Player.csv,player_fifa_api_id
database#soccer_1#Player_Attributes.csv,player_api_id,database#soccer_1#Player.csv,player_api_id
database#soccer_1#Match.csv,country_id,database#soccer_1#Country.csv,id
database#soccer_1#Match.csv,league_id,database#soccer_1#League.csv,id
database#soccer_1#Match.csv,home_team_api_id,database#soccer_1#Team.csv,team_api_id
database#soccer_1#Match.csv,away_team_api_id,database#soccer_1#Team.csv,team_api_id
database#soccer_1#Match.csv,home_player_1,database#soccer_1#Player.csv,player_api_id
