query_table,candidate_table,query_column,candidate_column,joinable_level,column_joinable
UK_CSV0000000000002010__31.csv,UK_CSV0000000000002010__9.csv,Post-Op Q Activity,Post-Op Q Activity,4,YES
UK_CSV0000000000002010__21.csv,UK_CSV0000000000002010__31.csv,Post-Op Q Activity,Post-Op Q Activity,4,YES
UK_CSV0000000000002010__31.csv,UK_CSV0000000000002010__6.csv,Depression,Depression,4,NO
UK_CSV0000000000002010__31.csv,UK_CSV0000000000006676__2.csv,Depression,Depression,4,NO
UK_CSV0000000000002010__31.csv,UK_CSV0000000000002010__9.csv,Depression,Depression,4,NO
UK_CSV0000000000002010__31.csv,UK_CSV0000000000006676__9.csv,Depression,Depression,4,NO
UK_CSV0000000000002010__31.csv,UK_CSV0000000000002010__8.csv,Depression,Depression,4,NO
UK_CSV0000000000002010__10.csv,UK_CSV0000000000002010__31.csv,Depression,Depression,4,NO
UK_CSV0000000000002010__31.csv,UK_CSV0000000000006676__5.csv,Depression,Depression,4,NO
UK_CSV0000000000002010__30.csv,UK_CSV0000000000002010__31.csv,Depression,Depression,4,NO
UK_CSV0000000000002010__6.csv,UK_CSV0000000000002010__9.csv,Liver Disease,Liver Disease,4,NO
UK_CSV0000000000002010__6.csv,UK_CSV0000000000002010__8.csv,Liver Disease,Liver Disease,4,NO
UK_CSV0000000000002010__10.csv,UK_CSV0000000000002010__6.csv,Liver Disease,Liver Disease,4,NO
UK_CSV0000000000002010__31.csv,UK_CSV0000000000002010__6.csv,Liver Disease,Liver Disease,4,NO
UK_CSV0000000000002010__6.csv,UK_CSV0000000000003896__3.csv,Pre-Op Q Activity,Pre-Op Q Activity,4,YES
UK_CSV0000000000002010__6.csv,UK_CSV0000000000002010__9.csv,Pre-Op Q Activity,Pre-Op Q Activity,4,YES
UK_CSV0000000000002010__21.csv,UK_CSV0000000000002010__6.csv,Pre-Op Q Activity,Pre-Op Q Activity,4,YES
UK_CSV0000000000002010__6.csv,UK_CSV0000000000002010__8.csv,Pre-Op Q Activity,Pre-Op Q Activity,4,YES
UK_CSV0000000000002010__10.csv,UK_CSV0000000000002010__6.csv,Pre-Op Q Activity,Pre-Op Q Activity,4,YES
UK_CSV0000000000002010__13.csv,UK_CSV0000000000002010__6.csv,Pre-Op Q Activity,Pre-Op Q Activity,4,YES
UK_CSV0000000000002010__31.csv,UK_CSV0000000000002010__6.csv,Liver Disease,Liver Disease,4,NO
UK_CSV0000000000002010__31.csv,UK_CSV0000000000002010__8.csv,Liver Disease,Liver Disease,4,NO
UK_CSV0000000000002010__10.csv,UK_CSV0000000000002010__31.csv,Liver Disease,Liver Disease,4,NO
UK_CSV0000000000002010__30.csv,UK_CSV0000000000002010__31.csv,Liver Disease,Liver Disease,4,NO
UK_CSV0000000000002010__3.csv,UK_CSV0000000000006676__34.csv,Post-Op Q EQ VAS,Post-Op Q EQ VAS,4,YES
UK_CSV0000000000002010__13.csv,UK_CSV0000000000006676__34.csv,Post-Op Q EQ VAS,Post-Op Q EQ VAS,4,YES
UK_CSV0000000000003896__8.csv,UK_CSV0000000000006676__34.csv,Post-Op Q Mobility,Post-Op Q Mobility,4,YES
UK_CSV0000000000002010__6.csv,UK_CSV0000000000006676__5.csv,Depression,Depression,4,NO
UK_CSV0000000000006676__2.csv,UK_CSV0000000000006676__5.csv,Depression,Depression,4,NO
UK_CSV0000000000002010__9.csv,UK_CSV0000000000006676__5.csv,Depression,Depression,4,NO
UK_CSV0000000000006676__5.csv,UK_CSV0000000000006676__9.csv,Depression,Depression,4,NO
UK_CSV0000000000006676__2.csv,UK_CSV0000000000006676__5.csv,Heart Disease,Heart Disease,4,NO
UK_CSV0000000000002010__3.csv,UK_CSV0000000000006676__5.csv,Heart Disease,Heart Disease,4,NO
UK_CSV0000000000006676__2.csv,UK_CSV0000000000006676__5.csv,Post-Op Q Urine,Post-Op Q Urine,4,YES
UK_CSV0000000000006676__5.csv,UK_CSV0000000000006676__9.csv,Post-Op Q Urine,Post-Op Q Urine,4,YES
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__10.csv,ban_children4,ban_children4,4,NO
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__6.csv,ban_children4,ban_children4,4,NO
SG_CSV0000000000000925__0.csv,SG_CSV0000000000001714__40.csv,ban_children4,ban_children4,4,NO
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__3.csv,ban_children4,ban_children4,4,NO
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__6.csv,md_segment,md_segment,4,YES
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__3.csv,md_segment,md_segment,4,YES
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__4.csv,md_segment,md_segment,4,YES
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__2.csv,md_segment,md_segment,4,YES
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__18.csv,md_segment,md_segment,4,YES
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__6.csv,highestlevel,highestlevel,4,YES
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__3.csv,highestlevel,highestlevel,4,YES
SG_CSV0000000000000925__10.csv,SG_CSV0000000000001714__6.csv,ban_q18_q191,ban_q18_q191,4,NO
SG_CSV0000000000000925__0.csv,SG_CSV0000000000001714__6.csv,ban_q18_q191,ban_q18_q191,4,NO
SG_CSV0000000000000925__3.csv,SG_CSV0000000000001714__6.csv,ban_q18_q191,ban_q18_q191,4,NO
SG_CSV0000000000000925__0.csv,SG_CSV0000000000001714__6.csv,occupation2,occupation2,4,YES
SG_CSV0000000000000925__3.csv,SG_CSV0000000000001714__6.csv,occupation2,occupation2,4,YES
SG_CSV0000000000000925__4.csv,SG_CSV0000000000001714__6.csv,occupation2,occupation2,4,YES
SG_CSV0000000000000925__2.csv,SG_CSV0000000000001714__6.csv,occupation2,occupation2,4,YES
CAN_CSV0000000000001724__12.csv,CAN_CSV0000000000001724__8.csv,Province/Canada,Province/Canada,4,YES
CAN_CSV0000000000001724__12.csv,CAN_CSV0000000000001797__36.csv,Province/Canada,Province/Canada,4,YES
CAN_CSV0000000000001724__12.csv,CAN_CSV0000000000001787__6.csv,Province/Canada,Province/Canada,4,YES
SG_CSV0000000000000925__10.csv,SG_CSV0000000000000925__6.csv,ban_children4,ban_children4,4,NO
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__6.csv,ban_children4,ban_children4,4,NO
SG_CSV0000000000000925__6.csv,SG_CSV0000000000001714__40.csv,ban_children4,ban_children4,4,NO
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__6.csv,md_segment,md_segment,4,YES
SG_CSV0000000000000925__3.csv,SG_CSV0000000000000925__6.csv,md_segment,md_segment,4,YES
SG_CSV0000000000000925__4.csv,SG_CSV0000000000000925__6.csv,md_segment,md_segment,4,YES
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000001487__9.csv,PRSNT_WX_1_QA,PRSNT_WX_1_QA,4,NO
CAN_CSV0000000000001487__10.csv,CAN_CSV0000000000001487__9.csv,PRSNT_WX_1_QA,PRSNT_WX_1_QA,4,NO
CAN_CSV0000000000001487__20.csv,CAN_CSV0000000000001487__9.csv,PRSNT_WX_1_QA,PRSNT_WX_1_QA,4,NO
CAN_CSV0000000000001487__6.csv,CAN_CSV0000000000001487__9.csv,PRSNT_WX_1_QA,PRSNT_WX_1_QA,4,NO
CAN_CSV0000000000001487__7.csv,CAN_CSV0000000000001487__9.csv,PRSNT_WX_1_QA,PRSNT_WX_1_QA,4,NO
CAN_CSV0000000000001487__23.csv,CAN_CSV0000000000001487__9.csv,PRSNT_WX_1_QA,PRSNT_WX_1_QA,4,NO
UK_CSV0000000000003896__4.csv,UK_CSV0000000000006676__2.csv,Pre-Op Q EQ5D Index,Pre-Op Q EQ5D Index,4,YES
UK_CSV0000000000003896__3.csv,UK_CSV0000000000003896__4.csv,Pre-Op Q EQ5D Index,Pre-Op Q EQ5D Index,4,YES
UK_CSV0000000000002010__6.csv,UK_CSV0000000000003896__4.csv,Post-Op Q Wound,Post-Op Q Wound,4,YES
UK_CSV0000000000003896__3.csv,UK_CSV0000000000003896__4.csv,Post-Op Q Wound,Post-Op Q Wound,4,YES
CAN_CSV0000000000001724__45.csv,CAN_CSV0000000000001797__5.csv,RentLocation,RentLocation,4,YES
CAN_CSV0000000000001487__23.csv,CAN_CSV0000000000027354__2.csv,AVG_STN_PRES_PST1MT,AVG_STN_PRES_PST1MT,4,NO
CAN_CSV0000000000001487__23.csv,CAN_CSV0000000000027346__14.csv,AVG_STN_PRES_PST1MT,AVG_STN_PRES_PST1MT,4,NO
CAN_CSV0000000000001487__23.csv,CAN_CSV0000000000027354__6.csv,MIN_AIR_TEMP_PST1HR,MIN_AIR_TEMP_PST1HR,4,NO
CAN_CSV0000000000001487__23.csv,CAN_CSV0000000000027346__14.csv,MIN_AIR_TEMP_PST1HR,MIN_AIR_TEMP_PST1HR,4,NO
CAN_CSV0000000000001724__8.csv,CAN_CSV0000000000001787__37.csv,Province/Canada,Province/Canada,4,YES
CAN_CSV0000000000001787__37.csv,CAN_CSV0000000000001797__36.csv,Province/Canada,Province/Canada,4,YES
CAN_CSV0000000000001787__37.csv,CAN_CSV0000000000001787__6.csv,Province/Canada,Province/Canada,4,YES
CAN_CSV0000000000001787__37.csv,CAN_CSV0000000000001787__5.csv,Province/Canada,Province/Canada,4,YES
CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000027346__35.csv,AVG_VIS_PST10MTS_QA,AVG_VIS_PST10MTS_QA,4,NO
CAN_CSV0000000000027346__14.csv,CAN_CSV0000000000027346__35.csv,AVG_VIS_PST10MTS_QA,AVG_VIS_PST10MTS_QA,4,NO
CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000027346__35.csv,AVG_VIS_PST10MTS_QA,AVG_VIS_PST10MTS_QA,4,NO
CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000027346__35.csv,AVG_VIS_PST10MTS_QA,AVG_VIS_PST10MTS_QA,4,NO
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027346__35.csv,AVG_VIS_PST10MTS_QA,AVG_VIS_PST10MTS_QA,4,NO
CAN_CSV0000000000027346__30.csv,CAN_CSV0000000000027346__35.csv,AVG_VIS_PST10MTS_QA,AVG_VIS_PST10MTS_QA,4,NO
CAN_CSV0000000000027346__12.csv,CAN_CSV0000000000027346__35.csv,AVG_VIS_PST10MTS_QA,AVG_VIS_PST10MTS_QA,4,NO
CAN_CSV0000000000027346__32.csv,CAN_CSV0000000000027346__35.csv,AVG_VIS_PST10MTS_QA,AVG_VIS_PST10MTS_QA,4,NO
USA_CSV0000000000033847__17.csv,USA_CSV0000000000037101__3.csv,PERC_SINGLE_UNIT,PERC_SINGLE_UNIT,4,NO
USA_CSV0000000000033847__17.csv,USA_CSV0000000000034882__14.csv,PERC_SINGLE_UNIT,PERC_SINGLE_UNIT,4,NO
USA_CSV0000000000033847__17.csv,USA_CSV0000000000034882__12.csv,PERC_SINGLE_UNIT,PERC_SINGLE_UNIT,4,NO
USA_CSV0000000000034882__22.csv,USA_CSV0000000000037101__3.csv,TYPE_SIGNAL,TYPE_SIGNAL,4,YES
USA_CSV0000000000034882__14.csv,USA_CSV0000000000034882__22.csv,TYPE_SIGNAL,TYPE_SIGNAL,4,YES
CAN_CSV0000000000001487__23.csv,CAN_CSV0000000000027349__23.csv,AVG_MSLP_PST1MT,AVG_MSLP_PST1MT,4,NO
CAN_CSV0000000000001487__23.csv,CAN_CSV0000000000001487__35.csv,AVG_MSLP_PST1MT,AVG_MSLP_PST1MT,4,NO
CAN_CSV0000000000001487__23.csv,CAN_CSV0000000000001487__9.csv,AVG_MSLP_PST1MT,AVG_MSLP_PST1MT,4,NO
CAN_CSV0000000000001487__23.csv,CAN_CSV0000000000027349__20.csv,AVG_MSLP_PST1MT,AVG_MSLP_PST1MT,4,NO
CAN_CSV0000000000001487__23.csv,CAN_CSV0000000000027349__21.csv,AVG_MSLP_PST1MT,AVG_MSLP_PST1MT,4,NO
CAN_CSV0000000000001487__23.csv,CAN_CSV0000000000027349__23.csv,LTNG_DIS_RMK,LTNG_DIS_RMK,4,YES
CAN_CSV0000000000001487__23.csv,CAN_CSV0000000000027349__20.csv,LTNG_DIS_RMK,LTNG_DIS_RMK,4,YES
CAN_CSV0000000000001487__23.csv,CAN_CSV0000000000027354__6.csv,LTNG_DIS_RMK,LTNG_DIS_RMK,4,YES
CAN_CSV0000000000001487__23.csv,CAN_CSV0000000000027349__21.csv,LTNG_DIS_RMK,LTNG_DIS_RMK,4,YES
UK_CSV0000000000005907__46.csv,UK_CSV0000000000005907__48.csv,qd12_8_other,qd12_8_other,4,NO
UK_CSV0000000000005907__43.csv,UK_CSV0000000000005907__46.csv,qd12_8_other,qd12_8_other,4,NO
UK_CSV0000000000005907__42.csv,UK_CSV0000000000005907__46.csv,qd12_8_other,qd12_8_other,4,NO
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__13.csv,PEAK_CAPACITY,PEAK_CAPACITY,4,NO
USA_CSV0000000000034882__13.csv,USA_CSV0000000000037101__3.csv,IS_GROUPED,IS_GROUPED,4,NO
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__26.csv,IS_GROUPED,IS_GROUPED,4,NO
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__14.csv,IS_GROUPED,IS_GROUPED,4,NO
USA_CSV0000000000034882__13.csv,USA_CSV0000000000037101__3.csv,TYPE_SIGNAL,TYPE_SIGNAL,4,YES
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__14.csv,TYPE_SIGNAL,TYPE_SIGNAL,4,YES
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__22.csv,TYPE_SIGNAL,TYPE_SIGNAL,4,YES
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__13.csv,TYPE_SIGNAL,TYPE_SIGNAL,4,YES
USA_CSV0000000000034882__13.csv,USA_CSV0000000000037101__20.csv,PEAK_LANES,PEAK_LANES,4,NO
USA_CSV0000000000034882__13.csv,USA_CSV0000000000037101__3.csv,PEAK_LANES,PEAK_LANES,4,NO
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__14.csv,PEAK_LANES,PEAK_LANES,4,NO
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__13.csv,PEAK_LANES,PEAK_LANES,4,NO
USA_CSV0000000000033847__3.csv,USA_CSV0000000000033847__5.csv,TURN_LANES_L,TURN_LANES_L,4,NO
USA_CSV0000000000033847__3.csv,USA_CSV0000000000034882__26.csv,TURN_LANES_L,TURN_LANES_L,4,NO
USA_CSV0000000000033847__3.csv,USA_CSV0000000000037101__20.csv,TURN_LANES_L,TURN_LANES_L,4,NO
USA_CSV0000000000033847__3.csv,USA_CSV0000000000037101__3.csv,TURN_LANES_L,TURN_LANES_L,4,NO
SG_CSV0000000000001714__40.csv,SG_CSV0000000000001714__6.csv,ban_education2,ban_education2,4,YES
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027346__30.csv,PCPN_AMT_PST1MT_QA,PCPN_AMT_PST1MT_QA,4,NO
CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000027346__30.csv,PCPN_AMT_PST1MT_QA,PCPN_AMT_PST1MT_QA,4,NO
CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000027346__30.csv,PCPN_AMT_PST1MT_QA,PCPN_AMT_PST1MT_QA,4,NO
CAN_CSV0000000000001487__34.csv,CAN_CSV0000000000027346__30.csv,PCPN_AMT_PST1MT_QA,PCPN_AMT_PST1MT_QA,4,NO
CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000027346__30.csv,PCPN_AMT_PST1MT_QA,PCPN_AMT_PST1MT_QA,4,NO
CAN_CSV0000000000001487__31.csv,CAN_CSV0000000000027346__30.csv,PCPN_AMT_PST1MT_QA,PCPN_AMT_PST1MT_QA,4,NO
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027346__30.csv,PCPN_AMT_PST1MT_QA,PCPN_AMT_PST1MT_QA,4,NO
CAN_CSV0000000000027346__30.csv,CAN_CSV0000000000027346__35.csv,PCPN_AMT_PST1MT_QA,PCPN_AMT_PST1MT_QA,4,NO
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__6.csv,respondent_id,respondent_id,4,YES
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__3.csv,respondent_id,respondent_id,4,YES
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__4.csv,respondent_id,respondent_id,4,YES
SG_CSV0000000000000925__0.csv,SG_CSV0000000000001714__14.csv,respondent_id,respondent_id,4,YES
SG_CSV0000000000000925__0.csv,SG_CSV0000000000001714__17.csv,respondent_id,respondent_id,4,YES
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__2.csv,respondent_id,respondent_id,4,YES
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__10.csv,yearbornin_1_slice,yearbornin_1_slice,4,YES
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__16.csv,MEDIAN TYPE,MEDIAN TYPE,4,YES
USA_CSV0000000000035902__16.csv,USA_CSV0000000000035902__20.csv,MEDIAN TYPE,MEDIAN TYPE,4,YES
USA_CSV0000000000035902__16.csv,USA_CSV0000000000035902__18.csv,MEDIAN TYPE,MEDIAN TYPE,4,YES
USA_CSV0000000000035902__16.csv,USA_CSV0000000000035902__17.csv,MEDIAN TYPE,MEDIAN TYPE,4,YES
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__16.csv,RURAL/URBAN,RURAL/URBAN,4,NO
USA_CSV0000000000035902__16.csv,USA_CSV0000000000035902__20.csv,RURAL/URBAN,RURAL/URBAN,4,NO
USA_CSV0000000000035902__16.csv,USA_CSV0000000000035902__20.csv,TYPE OF SUBGRADE,TYPE OF SUBGRADE,4,YES
USA_CSV0000000000035902__16.csv,USA_CSV0000000000035902__38.csv,TYPE OF SUBGRADE,TYPE OF SUBGRADE,4,YES
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__16.csv,TYPE OF SUBGRADE,TYPE OF SUBGRADE,4,YES
USA_CSV0000000000035902__16.csv,USA_CSV0000000000035902__17.csv,TYPE OF SUBGRADE,TYPE OF SUBGRADE,4,YES
USA_CSV0000000000035902__16.csv,USA_CSV0000000000035902__18.csv,TYPE OF SUBGRADE,TYPE OF SUBGRADE,4,YES
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__16.csv,SPEED LIMIT,SPEED LIMIT,4,NO
USA_CSV0000000000035902__16.csv,USA_CSV0000000000035902__20.csv,SPEED LIMIT,SPEED LIMIT,4,NO
USA_CSV0000000000035902__16.csv,USA_CSV0000000000035902__18.csv,SPEED LIMIT,SPEED LIMIT,4,NO
USA_CSV0000000000035902__16.csv,USA_CSV0000000000035902__17.csv,SPEED LIMIT,SPEED LIMIT,4,NO
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__16.csv,FEDERAL-AID SYSTEM,FEDERAL-AID SYSTEM,4,YES
USA_CSV0000000000035902__16.csv,USA_CSV0000000000035902__20.csv,FEDERAL-AID SYSTEM,FEDERAL-AID SYSTEM,4,YES
USA_CSV0000000000035902__16.csv,USA_CSV0000000000035902__18.csv,FEDERAL-AID SYSTEM,FEDERAL-AID SYSTEM,4,YES
USA_CSV0000000000035902__16.csv,USA_CSV0000000000035902__17.csv,FEDERAL-AID SYSTEM,FEDERAL-AID SYSTEM,4,YES
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__16.csv,DIRECTIONAL FACTOR,DIRECTIONAL FACTOR,4,NO
USA_CSV0000000000034882__26.csv,USA_CSV0000000000037101__17.csv,STD_VOLUME_GROUP,STD_VOLUME_GROUP,4,NO
USA_CSV0000000000037101__17.csv,USA_CSV0000000000037101__3.csv,STD_VOLUME_GROUP,STD_VOLUME_GROUP,4,NO
USA_CSV0000000000034882__14.csv,USA_CSV0000000000037101__17.csv,STD_VOLUME_GROUP,STD_VOLUME_GROUP,4,NO
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__17.csv,STD_VOLUME_GROUP,STD_VOLUME_GROUP,4,NO
USA_CSV0000000000034882__26.csv,USA_CSV0000000000037101__17.csv,DIR_FACTOR,DIR_FACTOR,4,NO
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__17.csv,DIR_FACTOR,DIR_FACTOR,4,NO
USA_CSV0000000000034882__22.csv,USA_CSV0000000000037101__17.csv,DIR_FACTOR,DIR_FACTOR,4,NO
USA_CSV0000000000034882__9.csv,USA_CSV0000000000037101__17.csv,DIR_FACTOR,DIR_FACTOR,4,NO
USA_CSV0000000000034882__26.csv,USA_CSV0000000000037101__17.csv,TYPE_FACILITY,TYPE_FACILITY,4,YES
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__17.csv,TYPE_FACILITY,TYPE_FACILITY,4,YES
USA_CSV0000000000034882__13.csv,USA_CSV0000000000037101__3.csv,MEDIAN_TYPE,MEDIAN_TYPE,4,YES
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__14.csv,MEDIAN_TYPE,MEDIAN_TYPE,4,YES
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__13.csv,SHOULDER_TYPE,SHOULDER_TYPE,4,YES
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__14.csv,SHOULDER_TYPE,SHOULDER_TYPE,4,YES
USA_CSV0000000000033847__4.csv,USA_CSV0000000000034882__13.csv,SHOULDER_TYPE,SHOULDER_TYPE,4,YES
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__13.csv,SHOULDER_TYPE,SHOULDER_TYPE,4,YES
SG_CSV0000000000000925__10.csv,SG_CSV0000000000000925__6.csv,ban_q18_q191,ban_q18_q191,4,NO
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__6.csv,ban_q18_q191,ban_q18_q191,4,NO
SG_CSV0000000000000925__3.csv,SG_CSV0000000000000925__6.csv,ban_q18_q191,ban_q18_q191,4,NO
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__6.csv,occupation2,occupation2,4,YES
SG_CSV0000000000000925__3.csv,SG_CSV0000000000000925__6.csv,occupation2,occupation2,4,YES
SG_CSV0000000000000925__4.csv,SG_CSV0000000000000925__6.csv,occupation2,occupation2,4,YES
SG_CSV0000000000000925__10.csv,SG_CSV0000000000000925__6.csv,livinginsg_2_slice,livinginsg_2_slice,4,NO
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__6.csv,livinginsg_2_slice,livinginsg_2_slice,4,NO
SG_CSV0000000000000925__3.csv,SG_CSV0000000000000925__6.csv,livinginsg_2_slice,livinginsg_2_slice,4,NO
SG_CSV0000000000000925__4.csv,SG_CSV0000000000000925__6.csv,livinginsg_2_slice,livinginsg_2_slice,4,NO
SG_CSV0000000000000925__35.csv,SG_CSV0000000000000925__6.csv,ban_education4,ban_education4,4,NO
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__6.csv,ban_education4,ban_education4,4,NO
SG_CSV0000000000000925__3.csv,SG_CSV0000000000000925__6.csv,ban_education4,ban_education4,4,NO
SG_CSV0000000000000925__4.csv,SG_CSV0000000000000925__6.csv,ban_education4,ban_education4,4,NO
SG_CSV0000000000000925__6.csv,SG_CSV0000000000001714__6.csv,ban_education4,ban_education4,4,NO
CAN_CSV0000000000001724__8.csv,CAN_CSV0000000000001787__36.csv,Province/Canada,Province/Canada,4,YES
CAN_CSV0000000000001787__36.csv,CAN_CSV0000000000001797__36.csv,Province/Canada,Province/Canada,4,YES
CAN_CSV0000000000001787__36.csv,CAN_CSV0000000000001787__6.csv,Province/Canada,Province/Canada,4,YES
CAN_CSV0000000000001787__36.csv,CAN_CSV0000000000001787__5.csv,Province/Canada,Province/Canada,4,YES
CAN_CSV0000000000001787__0.csv,CAN_CSV0000000000001787__36.csv,Province/Canada,Province/Canada,4,YES
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027349__23.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI,4,YES
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000001487__9.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI,4,YES
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027349__20.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI,4,YES
CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000001487__29.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI,4,YES
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027349__21.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI,4,YES
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027353__2.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI,4,YES
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027355__11.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI,4,YES
CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000001487__29.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI,4,YES
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000001487__8.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI,4,YES
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000001487__9.csv,CLD_BAS_HGT_1,CLD_BAS_HGT_1,4,NO
CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000001487__29.csv,CLD_BAS_HGT_1,CLD_BAS_HGT_1,4,NO
CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000001487__29.csv,CLD_BAS_HGT_1,CLD_BAS_HGT_1,4,NO
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000001487__8.csv,CLD_BAS_HGT_1,CLD_BAS_HGT_1,4,NO
CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000001487__29.csv,CLD_BAS_HGT_1,CLD_BAS_HGT_1,4,NO
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027355__20.csv,CLD_BAS_HGT_1,CLD_BAS_HGT_1,4,NO
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027349__23.csv,AVG_REL_HUM_PST1MT,AVG_REL_HUM_PST1MT,4,NO
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000001487__35.csv,AVG_REL_HUM_PST1MT,AVG_REL_HUM_PST1MT,4,NO
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000001487__9.csv,AVG_REL_HUM_PST1MT,AVG_REL_HUM_PST1MT,4,NO
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027349__20.csv,AVG_REL_HUM_PST1MT,AVG_REL_HUM_PST1MT,4,NO
CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000001487__29.csv,AVG_REL_HUM_PST1MT,AVG_REL_HUM_PST1MT,4,NO
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027349__21.csv,AVG_REL_HUM_PST1MT,AVG_REL_HUM_PST1MT,4,NO
CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000001487__29.csv,AVG_REL_HUM_PST1MT,AVG_REL_HUM_PST1MT,4,NO
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000001487__34.csv,AVG_REL_HUM_PST1MT,AVG_REL_HUM_PST1MT,4,NO
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000001487__9.csv,PCPN_AMT_PST1HR,PCPN_AMT_PST1HR,4,NO
CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000001487__29.csv,PCPN_AMT_PST1HR,PCPN_AMT_PST1HR,4,NO
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027346__23.csv,PCPN_AMT_PST1HR,PCPN_AMT_PST1HR,4,NO
