ds_name,ds_name_2,left_column,right_column
USA_CSV0000000000035902__16.csv,USA_CSV0000000000035902__17.csv,MEDIAN TYPE,MEDIAN TYPE
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__16.csv,RURAL/URBAN,RURAL/URBAN
USA_CSV0000000000035902__16.csv,USA_CSV0000000000035902__20.csv,RURAL/URBAN,RURAL/URBAN
USA_CSV0000000000035902__16.csv,USA_CSV0000000000035902__20.csv,TYPE OF SUBGRADE,TYPE OF SUBGRADE
USA_CSV0000000000035902__16.csv,USA_CSV0000000000035902__38.csv,TYPE OF SUBGRADE,TYPE OF SUBGRADE
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__16.csv,TYPE OF SUBGRADE,TYPE OF SUBGRADE
USA_CSV0000000000035902__16.csv,USA_CSV0000000000035902__17.csv,TYPE OF SUBGRADE,TYPE OF SUBGRADE
USA_CSV0000000000035902__16.csv,USA_CSV0000000000035902__18.csv,TYPE OF SUBGRADE,TYPE OF SUBGRADE
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__16.csv,SPEED LIMIT,SPEED LIMIT
USA_CSV0000000000035902__16.csv,USA_CSV0000000000035902__20.csv,SPEED LIMIT,SPEED LIMIT
USA_CSV0000000000035902__16.csv,USA_CSV0000000000035902__18.csv,SPEED LIMIT,SPEED LIMIT
USA_CSV0000000000035902__16.csv,USA_CSV0000000000035902__17.csv,SPEED LIMIT,SPEED LIMIT
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__16.csv,FEDERAL-AID SYSTEM,FEDERAL-AID SYSTEM
USA_CSV0000000000035902__16.csv,USA_CSV0000000000035902__20.csv,FEDERAL-AID SYSTEM,FEDERAL-AID SYSTEM
USA_CSV0000000000035902__16.csv,USA_CSV0000000000035902__18.csv,FEDERAL-AID SYSTEM,FEDERAL-AID SYSTEM
USA_CSV0000000000035902__16.csv,USA_CSV0000000000035902__17.csv,FEDERAL-AID SYSTEM,FEDERAL-AID SYSTEM
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__16.csv,DIRECTIONAL FACTOR,DIRECTIONAL FACTOR
USA_CSV0000000000034882__26.csv,USA_CSV0000000000037101__17.csv,STD_VOLUME_GROUP,STD_VOLUME_GROUP
USA_CSV0000000000037101__17.csv,USA_CSV0000000000037101__3.csv,STD_VOLUME_GROUP,STD_VOLUME_GROUP
USA_CSV0000000000034882__14.csv,USA_CSV0000000000037101__17.csv,STD_VOLUME_GROUP,STD_VOLUME_GROUP
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__17.csv,STD_VOLUME_GROUP,STD_VOLUME_GROUP
USA_CSV0000000000034882__26.csv,USA_CSV0000000000037101__17.csv,DIR_FACTOR,DIR_FACTOR
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__17.csv,DIR_FACTOR,DIR_FACTOR
USA_CSV0000000000034882__22.csv,USA_CSV0000000000037101__17.csv,DIR_FACTOR,DIR_FACTOR
USA_CSV0000000000034882__9.csv,USA_CSV0000000000037101__17.csv,DIR_FACTOR,DIR_FACTOR
USA_CSV0000000000034882__26.csv,USA_CSV0000000000037101__17.csv,TYPE_FACILITY,TYPE_FACILITY
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__17.csv,TYPE_FACILITY,TYPE_FACILITY
USA_CSV0000000000034882__13.csv,USA_CSV0000000000037101__3.csv,MEDIAN_TYPE,MEDIAN_TYPE
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__14.csv,MEDIAN_TYPE,MEDIAN_TYPE
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__13.csv,SHOULDER_TYPE,SHOULDER_TYPE
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__14.csv,SHOULDER_TYPE,SHOULDER_TYPE
USA_CSV0000000000033847__4.csv,USA_CSV0000000000034882__13.csv,SHOULDER_TYPE,SHOULDER_TYPE
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__13.csv,SHOULDER_TYPE,SHOULDER_TYPE
SG_CSV0000000000000925__10.csv,SG_CSV0000000000000925__6.csv,ban_q18_q191,ban_q18_q191
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__6.csv,ban_q18_q191,ban_q18_q191
SG_CSV0000000000000925__3.csv,SG_CSV0000000000000925__6.csv,ban_q18_q191,ban_q18_q191
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__6.csv,occupation2,occupation2
SG_CSV0000000000000925__3.csv,SG_CSV0000000000000925__6.csv,occupation2,occupation2
SG_CSV0000000000000925__4.csv,SG_CSV0000000000000925__6.csv,occupation2,occupation2
SG_CSV0000000000000925__10.csv,SG_CSV0000000000000925__6.csv,livinginsg_2_slice,livinginsg_2_slice
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__6.csv,livinginsg_2_slice,livinginsg_2_slice
SG_CSV0000000000000925__3.csv,SG_CSV0000000000000925__6.csv,livinginsg_2_slice,livinginsg_2_slice
SG_CSV0000000000000925__4.csv,SG_CSV0000000000000925__6.csv,livinginsg_2_slice,livinginsg_2_slice
SG_CSV0000000000000925__35.csv,SG_CSV0000000000000925__6.csv,ban_education4,ban_education4
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__6.csv,ban_education4,ban_education4
SG_CSV0000000000000925__3.csv,SG_CSV0000000000000925__6.csv,ban_education4,ban_education4
SG_CSV0000000000000925__4.csv,SG_CSV0000000000000925__6.csv,ban_education4,ban_education4
SG_CSV0000000000000925__6.csv,SG_CSV0000000000001714__6.csv,ban_education4,ban_education4
CAN_CSV0000000000001724__8.csv,CAN_CSV0000000000001787__36.csv,Province/Canada,Province/Canada
CAN_CSV0000000000001787__36.csv,CAN_CSV0000000000001797__36.csv,Province/Canada,Province/Canada
CAN_CSV0000000000001787__36.csv,CAN_CSV0000000000001787__6.csv,Province/Canada,Province/Canada
CAN_CSV0000000000001787__36.csv,CAN_CSV0000000000001787__5.csv,Province/Canada,Province/Canada
CAN_CSV0000000000001787__0.csv,CAN_CSV0000000000001787__36.csv,Province/Canada,Province/Canada
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027349__23.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000001487__9.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027349__20.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI
CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000001487__29.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027349__21.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027353__2.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027355__11.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI
CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000001487__29.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000001487__8.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000001487__9.csv,CLD_BAS_HGT_1,CLD_BAS_HGT_1
CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000001487__29.csv,CLD_BAS_HGT_1,CLD_BAS_HGT_1
CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000001487__29.csv,CLD_BAS_HGT_1,CLD_BAS_HGT_1
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000001487__8.csv,CLD_BAS_HGT_1,CLD_BAS_HGT_1
CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000001487__29.csv,CLD_BAS_HGT_1,CLD_BAS_HGT_1
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027355__20.csv,CLD_BAS_HGT_1,CLD_BAS_HGT_1
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027349__23.csv,AVG_REL_HUM_PST1MT,AVG_REL_HUM_PST1MT
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000001487__35.csv,AVG_REL_HUM_PST1MT,AVG_REL_HUM_PST1MT
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000001487__9.csv,AVG_REL_HUM_PST1MT,AVG_REL_HUM_PST1MT
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027349__20.csv,AVG_REL_HUM_PST1MT,AVG_REL_HUM_PST1MT
CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000001487__29.csv,AVG_REL_HUM_PST1MT,AVG_REL_HUM_PST1MT
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027349__21.csv,AVG_REL_HUM_PST1MT,AVG_REL_HUM_PST1MT
CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000001487__29.csv,AVG_REL_HUM_PST1MT,AVG_REL_HUM_PST1MT
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000001487__34.csv,AVG_REL_HUM_PST1MT,AVG_REL_HUM_PST1MT
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000001487__9.csv,PCPN_AMT_PST1HR,PCPN_AMT_PST1HR
CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000001487__29.csv,PCPN_AMT_PST1HR,PCPN_AMT_PST1HR
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027346__23.csv,PCPN_AMT_PST1HR,PCPN_AMT_PST1HR
CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000001487__29.csv,PCPN_AMT_PST1HR,PCPN_AMT_PST1HR
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000001487__9.csv,AVG_AIR_TEMP_PST1MT,AVG_AIR_TEMP_PST1MT
CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000001487__29.csv,AVG_AIR_TEMP_PST1MT,AVG_AIR_TEMP_PST1MT
CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000001487__29.csv,AVG_AIR_TEMP_PST1MT,AVG_AIR_TEMP_PST1MT
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027355__11.csv,AVG_AIR_TEMP_PST1MT,AVG_AIR_TEMP_PST1MT
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000001487__9.csv,AVG_VIS_PST1MT_QA,AVG_VIS_PST1MT_QA
CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000001487__29.csv,AVG_VIS_PST1MT_QA,AVG_VIS_PST1MT_QA
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027346__14.csv,AVG_VIS_PST1MT_QA,AVG_VIS_PST1MT_QA
CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000001487__29.csv,AVG_VIS_PST1MT_QA,AVG_VIS_PST1MT_QA
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000001487__8.csv,AVG_VIS_PST1MT_QA,AVG_VIS_PST1MT_QA
CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000001487__29.csv,AVG_VIS_PST1MT_QA,AVG_VIS_PST1MT_QA
CAN_CSV0000000000001487__10.csv,CAN_CSV0000000000001487__29.csv,AVG_VIS_PST1MT_QA,AVG_VIS_PST1MT_QA
CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000001487__29.csv,AVG_VIS_PST1MT_QA,AVG_VIS_PST1MT_QA
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000001487__6.csv,AVG_VIS_PST1MT_QA,AVG_VIS_PST1MT_QA
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000001487__7.csv,AVG_VIS_PST1MT_QA,AVG_VIS_PST1MT_QA
CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027346__12.csv,AVG_VIS_PST1MT_QA,AVG_VIS_PST1MT_QA
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__26.csv,HORZ_ALIGN,HORZ_ALIGN
USA_CSV0000000000033847__4.csv,USA_CSV0000000000034882__26.csv,HORZ_ALIGN,HORZ_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__26.csv,TURN_LANES_L,TURN_LANES_L
USA_CSV0000000000034882__26.csv,USA_CSV0000000000037101__20.csv,TURN_LANES_L,TURN_LANES_L
USA_CSV0000000000034882__26.csv,USA_CSV0000000000037101__3.csv,TURN_LANES_L,TURN_LANES_L
USA_CSV0000000000033847__4.csv,USA_CSV0000000000034882__26.csv,TURN_LANES_L,TURN_LANES_L
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__10.csv,socialnetwork_dp07,socialnetwork_dp07
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__21.csv,socialnetwork_dp07,socialnetwork_dp07
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__6.csv,socialnetwork_dp07,socialnetwork_dp07
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__3.csv,socialnetwork_dp07,socialnetwork_dp07
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__4.csv,socialnetwork_dp07,socialnetwork_dp07
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__10.csv,livinginsg_2_slice,livinginsg_2_slice
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__6.csv,livinginsg_2_slice,livinginsg_2_slice
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__3.csv,livinginsg_2_slice,livinginsg_2_slice
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__4.csv,livinginsg_2_slice,livinginsg_2_slice
SG_CSV0000000000000925__0.csv,SG_CSV0000000000001714__6.csv,livinginsg_2_slice,livinginsg_2_slice
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__10.csv,ban_no_ofchildren,ban_no_ofchildren
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__6.csv,ban_no_ofchildren,ban_no_ofchildren
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__3.csv,ban_no_ofchildren,ban_no_ofchildren
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__4.csv,ban_no_ofchildren,ban_no_ofchildren
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__6.csv,rankmostimptchild_1,rankmostimptchild_1
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__10.csv,rankmostimptchild_1,rankmostimptchild_1
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__3.csv,rankmostimptchild_1,rankmostimptchild_1
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__10.csv,rankmostimptchild_2,rankmostimptchild_2
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__6.csv,rankmostimptchild_2,rankmostimptchild_2
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__3.csv,rankmostimptchild_2,rankmostimptchild_2
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__4.csv,rankmostimptchild_2,rankmostimptchild_2
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__2.csv,rankmostimptchild_2,rankmostimptchild_2
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__10.csv,ban_q18_q191,ban_q18_q191
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__6.csv,ban_q18_q191,ban_q18_q191
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__3.csv,ban_q18_q191,ban_q18_q191
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__4.csv,ban_q18_q191,ban_q18_q191
UK_CSV0000000000002010__6.csv,UK_CSV0000000000002010__9.csv,Pre-Op Q Mobility,Pre-Op Q Mobility
UK_CSV0000000000002010__9.csv,UK_CSV0000000000006676__2.csv,Pre-Op Q Mobility,Pre-Op Q Mobility
USA_CSV0000000000033847__5.csv,USA_CSV0000000000037101__16.csv,SAMPLING_TECH,SAMPLING_TECH
USA_CSV0000000000033847__4.csv,USA_CSV0000000000037101__16.csv,SAMPLING_TECH,SAMPLING_TECH
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000001487__9.csv,CLD_AMT_CODE_1_QA,CLD_AMT_CODE_1_QA
CAN_CSV0000000000001487__6.csv,CAN_CSV0000000000001487__9.csv,CLD_AMT_CODE_1_QA,CLD_AMT_CODE_1_QA
CAN_CSV0000000000001487__7.csv,CAN_CSV0000000000001487__9.csv,CLD_AMT_CODE_1_QA,CLD_AMT_CODE_1_QA
CAN_CSV0000000000001487__10.csv,CAN_CSV0000000000001487__9.csv,CLD_AMT_CODE_1_QA,CLD_AMT_CODE_1_QA
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__6.csv,occupation2,occupation2
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__3.csv,occupation2,occupation2
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__35.csv,ban_education4,ban_education4
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__6.csv,ban_education4,ban_education4
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__3.csv,ban_education4,ban_education4
USA_CSV0000000000037101__17.csv,USA_CSV0000000000037101__3.csv,DONUT_VOLUME_GROUP,DONUT_VOLUME_GROUP
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__17.csv,DONUT_VOLUME_GROUP,DONUT_VOLUME_GROUP
USA_CSV0000000000034882__22.csv,USA_CSV0000000000037101__17.csv,DONUT_VOLUME_GROUP,DONUT_VOLUME_GROUP
USA_CSV0000000000033847__5.csv,USA_CSV0000000000037101__17.csv,ROUTE_SIGNING,ROUTE_SIGNING
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__17.csv,ROUTE_SIGNING,ROUTE_SIGNING
USA_CSV0000000000034882__22.csv,USA_CSV0000000000037101__17.csv,ROUTE_SIGNING,ROUTE_SIGNING
USA_CSV0000000000033847__4.csv,USA_CSV0000000000037101__17.csv,ROUTE_SIGNING,ROUTE_SIGNING
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__17.csv,RURAL_URBAN,RURAL_URBAN
USA_CSV0000000000034882__22.csv,USA_CSV0000000000037101__17.csv,RURAL_URBAN,RURAL_URBAN
USA_CSV0000000000033847__17.csv,USA_CSV0000000000037101__17.csv,RURAL_URBAN,RURAL_URBAN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__29.csv,HORZ_ALIGN,HORZ_ALIGN
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__29.csv,HORZ_ALIGN,HORZ_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__29.csv,TURN_LANES_L,TURN_LANES_L
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__29.csv,TURN_LANES_L,TURN_LANES_L
USA_CSV0000000000034882__29.csv,USA_CSV0000000000037101__20.csv,TURN_LANES_L,TURN_LANES_L
USA_CSV0000000000034882__29.csv,USA_CSV0000000000037101__3.csv,TURN_LANES_L,TURN_LANES_L
USA_CSV0000000000033847__4.csv,USA_CSV0000000000034882__29.csv,TURN_LANES_L,TURN_LANES_L
UK_CSV0000000000003896__13.csv,UK_CSV0000000000003896__4.csv,Provider Code,Provider Code
UK_CSV0000000000002010__6.csv,UK_CSV0000000000003896__4.csv,Provider Code,Provider Code
UK_CSV0000000000002010__6.csv,UK_CSV0000000000003896__4.csv,Pre-Op Q Activity,Pre-Op Q Activity
UK_CSV0000000000003896__3.csv,UK_CSV0000000000003896__4.csv,Pre-Op Q Activity,Pre-Op Q Activity
UK_CSV0000000000002010__9.csv,UK_CSV0000000000003896__4.csv,Pre-Op Q Activity,Pre-Op Q Activity
UK_CSV0000000000003896__7.csv,UK_CSV0000000000003896__8.csv,Post-Op Q Self-Care,Post-Op Q Self-Care
UK_CSV0000000000003896__7.csv,UK_CSV0000000000006676__2.csv,Post-Op Q Self-Care,Post-Op Q Self-Care
UK_CSV0000000000003896__3.csv,UK_CSV0000000000003896__7.csv,Post-Op Q Self-Care,Post-Op Q Self-Care
UK_CSV0000000000003896__7.csv,UK_CSV0000000000006676__9.csv,Post-Op Q Self-Care,Post-Op Q Self-Care
UK_CSV0000000000003896__7.csv,UK_CSV0000000000007396__13.csv,Post-Op Q Self-Care,Post-Op Q Self-Care
UK_CSV0000000000003896__7.csv,UK_CSV0000000000003896__8.csv,Post-Op Q Bleeding,Post-Op Q Bleeding
UK_CSV0000000000003896__7.csv,UK_CSV0000000000006676__2.csv,Post-Op Q Bleeding,Post-Op Q Bleeding
UK_CSV0000000000003896__7.csv,UK_CSV0000000000003896__8.csv,Pre-Op Q EQ5D Index,Pre-Op Q EQ5D Index
UK_CSV0000000000003896__7.csv,UK_CSV0000000000006676__2.csv,Pre-Op Q EQ5D Index,Pre-Op Q EQ5D Index
UK_CSV0000000000003896__3.csv,UK_CSV0000000000003896__7.csv,Pre-Op Q EQ5D Index,Pre-Op Q EQ5D Index
UK_CSV0000000000003896__7.csv,UK_CSV0000000000003896__8.csv,Pre-Op Q EQ VAS,Pre-Op Q EQ VAS
UK_CSV0000000000003896__13.csv,UK_CSV0000000000003896__7.csv,Pre-Op Q EQ VAS,Pre-Op Q EQ VAS
CAN_CSV0000000000001724__8.csv,CAN_CSV0000000000001787__41.csv,Province/Canada,Province/Canada
CAN_CSV0000000000001787__41.csv,CAN_CSV0000000000001797__36.csv,Province/Canada,Province/Canada
CAN_CSV0000000000001787__41.csv,CAN_CSV0000000000001787__6.csv,Province/Canada,Province/Canada
CAN_CSV0000000000001787__41.csv,CAN_CSV0000000000001787__5.csv,Province/Canada,Province/Canada
CAN_CSV0000000000001787__0.csv,CAN_CSV0000000000001787__41.csv,Province/Canada,Province/Canada
CAN_CSV0000000000001787__41.csv,CAN_CSV0000000000001797__21.csv,Province/Canada,Province/Canada
USA_CSV0000000000033847__3.csv,USA_CSV0000000000033847__5.csv,HORZ_ALIGN,HORZ_ALIGN
USA_CSV0000000000033847__3.csv,USA_CSV0000000000034882__26.csv,HORZ_ALIGN,HORZ_ALIGN
USA_CSV0000000000033847__3.csv,USA_CSV0000000000034882__22.csv,STD_EXP_FACTOR,STD_EXP_FACTOR
USA_CSV0000000000033847__3.csv,USA_CSV0000000000033847__5.csv,STD_EXP_FACTOR,STD_EXP_FACTOR
USA_CSV0000000000033847__3.csv,USA_CSV0000000000033847__4.csv,STD_EXP_FACTOR,STD_EXP_FACTOR
CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000001487__26.csv,MAX_AIR_TEMP_PST1HR,MAX_AIR_TEMP_PST1HR
CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000001487__9.csv,PCPN_AMT_PST1HR,PCPN_AMT_PST1HR
CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000001487__26.csv,PCPN_AMT_PST1HR,PCPN_AMT_PST1HR
CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000027346__23.csv,PCPN_AMT_PST1HR,PCPN_AMT_PST1HR
CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000001487__28.csv,PCPN_AMT_PST1HR,PCPN_AMT_PST1HR
CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000001487__8.csv,PCPN_AMT_PST1HR,PCPN_AMT_PST1HR
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__26.csv,STD_VOLUME_GROUP,STD_VOLUME_GROUP
USA_CSV0000000000034882__12.csv,USA_CSV0000000000037101__3.csv,STD_VOLUME_GROUP,STD_VOLUME_GROUP
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,STD_VOLUME_GROUP,STD_VOLUME_GROUP
USA_CSV0000000000034882__12.csv,USA_CSV0000000000037101__16.csv,STD_VOLUME_GROUP,STD_VOLUME_GROUP
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__12.csv,PEAK_CAPACITY,PEAK_CAPACITY
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,PEAK_CAPACITY,PEAK_CAPACITY
USA_CSV0000000000033847__4.csv,USA_CSV0000000000034882__12.csv,PEAK_CAPACITY,PEAK_CAPACITY
USA_CSV0000000000034882__12.csv,USA_CSV0000000000037101__3.csv,ACCESS_CONTROL,ACCESS_CONTROL
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__26.csv,ACCESS_CONTROL,ACCESS_CONTROL
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,ACCESS_CONTROL,ACCESS_CONTROL
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__12.csv,URBAN_CODE,URBAN_CODE
USA_CSV0000000000034882__12.csv,USA_CSV0000000000037101__3.csv,URBAN_CODE,URBAN_CODE
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,URBAN_CODE,URBAN_CODE
USA_CSV0000000000034882__12.csv,USA_CSV0000000000037101__3.csv,IS_GROUPED,IS_GROUPED
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__26.csv,IS_GROUPED,IS_GROUPED
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,PEAK_PARKING,PEAK_PARKING
USA_CSV0000000000034882__12.csv,USA_CSV0000000000037101__3.csv,SECTION_ID,SECTION_ID
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,SECTION_ID,SECTION_ID
USA_CSV0000000000034882__12.csv,USA_CSV0000000000037101__3.csv,TYPE_SIGNAL,TYPE_SIGNAL
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,TYPE_SIGNAL,TYPE_SIGNAL
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__22.csv,TYPE_SIGNAL,TYPE_SIGNAL
USA_CSV0000000000034882__12.csv,USA_CSV0000000000037101__20.csv,TRUCK_ROUTE,TRUCK_ROUTE
USA_CSV0000000000034882__12.csv,USA_CSV0000000000037101__3.csv,TRUCK_ROUTE,TRUCK_ROUTE
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,TRUCK_ROUTE,TRUCK_ROUTE
USA_CSV0000000000034882__12.csv,USA_CSV0000000000037101__20.csv,PEAK_LANES,PEAK_LANES
USA_CSV0000000000034882__12.csv,USA_CSV0000000000037101__3.csv,PEAK_LANES,PEAK_LANES
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,PEAK_LANES,PEAK_LANES
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__9.csv,PEAK_LANES,PEAK_LANES
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__26.csv,PAVEMENT_TYPE,PAVEMENT_TYPE
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,PAVEMENT_TYPE,PAVEMENT_TYPE
SG_CSV0000000000000925__10.csv,SG_CSV0000000000000925__6.csv,socialnetwork_dp07,socialnetwork_dp07
SG_CSV0000000000000925__21.csv,SG_CSV0000000000000925__6.csv,socialnetwork_dp07,socialnetwork_dp07
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__6.csv,socialnetwork_dp07,socialnetwork_dp07
SG_CSV0000000000000925__3.csv,SG_CSV0000000000000925__6.csv,socialnetwork_dp07,socialnetwork_dp07
SG_CSV0000000000000925__4.csv,SG_CSV0000000000000925__6.csv,socialnetwork_dp07,socialnetwork_dp07
SG_CSV0000000000000925__10.csv,SG_CSV0000000000000925__6.csv,ban_no_ofchildren,ban_no_ofchildren
SG_CSV0000000000000925__0.csv,SG_CSV0000000000000925__6.csv,ban_no_ofchildren,ban_no_ofchildren
SG_CSV0000000000000925__3.csv,SG_CSV0000000000000925__6.csv,ban_no_ofchildren,ban_no_ofchildren
SG_CSV0000000000000925__4.csv,SG_CSV0000000000000925__6.csv,ban_no_ofchildren,ban_no_ofchildren
