TableName,Description
SG_CSV0000000000000095.csv,"The table SG_CSV0000000000000095.csv presents yearly data from 2005 to 2008, categorizing some unspecified entities based on their capacities, which are grouped into specific ranges, and indicating the number of entities within each range for each year."
SG_CSV0000000000000784.csv,"The table ""SG_CSV0000000000000784.csv"" provides data on the intake, enrolment, and graduation numbers for various degree courses such as Fine & Performing Arts, Business & Administration, Design & Applied Arts, Fine & Applied Arts, and Media Production, categorized by year and gender (MF for male and female combined, F for female only) from 2011 to 2017."
SG_CSV0000000000001637.csv,"The table ""SG_CSV0000000000001637.csv"" presents quarterly data from 1985 which categorizes different retail sectors and provides specific value metrics, such as sales or volume, for areas like mini-marts, motor vehicles, petrol service stations, and furniture among others, although many sectors have missing values, implying the dataset might be partial or focused on specific retail categories."
SG_CSV0000000000001842.csv,"The table ""SG_CSV0000000000001842.csv"" details the annual distribution of total donations across various sectors such as Religious & Others, Social & Welfare, Arts & Heritage, Health, Education, Community, and Sports from 2013 to 2020, providing the donation amounts for each sector in each year."
SG_CSV0000000000001407.csv,"The table ""SG_CSV0000000000001407.csv"" provides information about the recycling rates of various waste types over several years, indicating how effectively different materials such as Construction Debris, Ferrous Metal, and Plastics are being recycled annually from 2000 to 2003."
SG_CSV0000000000001184.csv,"The table SG_CSV0000000000001184.csv presents data on student enrollment figures over the years 2013 to 2019 in various art forms, including Film, Music, Dance, Theatre, and Visual Arts, showing the popularity or participation trends in these art forms annually."
SG_CSV0000000000000066.csv,"The table ""SG_CSV0000000000000066.csv"" presents data from surveys conducted in the years 2008, 2013, and 2018, detailing the distribution of residents within various types of flats (from 1-room to Executive) across different age groups (Below 15, 15-64, and 65 & above), with percentages indicating the proportion of each age group living in each flat type over the specified years."
SG_CSV0000000000001010.csv,"The table documents articles from editions of the ""Malayan Saturday Post"" newspaper, detailing information about each article's title, first 50 words, publication date, edition, page number, and unique identifiers related to issues, pages, and articles for the dates mainly centering around 5th January 1929."
SG_CSV0000000000001131.csv,"The table named ""SG_CSV0000000000001131.csv"" provides quarterly data from 2006 to 2012 on the number of members in two types of housing schemes in Singapore: the Public Housing Scheme and the Residential Properties Scheme."
SG_CSV0000000000001173.csv,"The table captures the annual breakdown of various types of wage-related claims, including Arrears of Wages, Wages in Lieu of Notice, Wages in Lieu of Annual Leave, Wages for Work on Rest Days, Wages for Work on Holidays, Overtime Wages, Sick Leave Wages, Maternity Allowance, and Other Claims, along with their corresponding number of claims for the years 2018 to 2022."
SG_CSV0000000000000833.csv,"The table records the number of births among Chinese mothers in 2019, categorized by the month of birth, mother's educational qualification, and the birth order of the child, documenting the birth count for each combination of these variables."
SG_CSV0000000000000714.csv,"The table SG_CSV0000000000000714.csv provides detailed information about various blood banks, specifying their locations, types of donations they accept (such as whole blood or apheresis), addresses, postal codes, and their respective operating hours for each day of the week, including hours for the eve of major public holidays and public holidays."
SG_CSV0000000000001939.csv,"The table ""SG_CSV0000000000001939.csv"" records the annual number of visits to dental clinics across different facility types, including schools, hospitals/institutions, and polyclinics, from 2009 to 2017."
SG_CSV0000000000000150.csv,"The table ""SG_CSV0000000000000150.csv"" provides data on the average and median household sizes among different ethnic groups—Chinese, Malay, Indian, Others, and All ethnicities combined—in Singapore, for the years 2008, 2013, and 2018."
SG_CSV0000000000001280.csv,"The table ""SG_CSV0000000000001280.csv"" provides data on the percentage of students who passed math exams, categorized by race (Malay, Chinese, Indian, Others, and Overall), for each year from 2008 to 2017."
SG_CSV0000000000000491.csv,"The table ""SG_CSV0000000000000491.csv"" contains data on secondary school enrolment numbers divided by year, educational level, course type (Express, Normal Academic, Normal Technical, and Special), and gender (both male and female combined, and female only) for the years 1980 and 1981."
SG_CSV0000000000000437.csv,"The table SG_CSV0000000000000437.csv presents data on the number of individuals, categorized by gender, who were recognized as donees each calendar year from 2011 to 2021, displaying the annual number of male and female donees separately."
SG_CSV0000000000000063.csv,"The table lists the details of operational hours and the locations of Automated External Defibrillators (AEDs) across various sites, including specific addresses, postal codes, descriptions of AED locations, and their respective floor levels within those addresses."
SG_CSV0000000000001931.csv,"The table ""SG_CSV0000000000001931.csv"" provides data on the number of vice principals by year, sex, level of school (Primary, Secondary, Pre-University), and their length of service categorized into different year ranges, from 1996 to 1997."
SG_CSV0000000000001958.csv,"The table ""SG_CSV0000000000001958.csv"" provides data from the year 2011 on the average number of hours that individuals in various age groups, ranging from 15 to 65, spend engaged in different media activities such as watching TV (MediaCorp, Singtel, StarHub), accessing news, reading magazines, listening to the radio, watching movies, playing video games, and accessing media-related websites, with each activity's sample size and mean hours recorded."
SG_CSV0000000000001438.csv,"The table SG_CSV0000000000001438.csv contains a directory of businesses, detailing their unique entity number (UEN), reference number, company name, address, postal code, email address, and contact number, providing comprehensive contact and identification information for various companies, many of which are engaged in construction, renovation, or trading activities."
SG_CSV0000000000000465.csv,"The table SG_CSV0000000000000465.csv contains data from 2013 to 2017 on the number of employers registered, the number of inmates assisted, and the number of inmates who secured jobs."
SG_CSV0000000000001453.csv,"The table titled ""SG_CSV0000000000001453.csv"" captures detailed information about the resale transactions of 3-room flats in Ang Mo Kio for the month of January 2000, including specifics such as the block and street address, storey range, floor area in square meters, flat model type, lease commencement year, and the resale price."
SG_CSV0000000000000199.csv,"The table ""SG_CSV0000000000000199.csv"" presents data on the average occupancy rates, or the number of occupants, per flat type across different years, specifically 2008 and 2013, with categories including different sizes of flats such as 1-room to 5-room and Executive flats."
SG_CSV0000000000001653.csv,"The table ""SG_CSV0000000000001653.csv"" presents yearly data from 1999 to 2017, showing the 'Total' value for each year, describing a fluctuating statistical trend over time."
SG_CSV0000000000001758.csv,"The table SG_CSV0000000000001758.csv provides historical data from 1980 to 1992 on the number of primary school students and teachers in government and aided school types in relation to gender, indicating a breakdown of total (MF) and female (F) figures over the years."
SG_CSV0000000000001240.csv,"The table ""SG_CSV0000000000001240.csv"" provides information on patent grants across different fields of invention from the years 2013 to 2017, listing the number of patents granted in various areas such as Chemistry and Metallurgy, Human Necessities, and Electricity, among others, and their corresponding rank in terms of patent volume each year."
SG_CSV0000000000001376.csv,"The table ""SG_CSV0000000000001376.csv"" provides information on the number of individuals entering various public service sectors, including Civil Service and Statutory Boards, broken down by age group and executive level (either Junior Executive or Senior Executive & above) for the years 2010 and 2011, with an inflow count representing the number of entries for each category and year."
SG_CSV0000000000001111.csv,"The table ""SG_CSV0000000000001111.csv"" presents yearly data from 2006 to 2020 on the count of services provided under two categories, Home Nursing and Home Medical, indicating trends in the utilization of these home healthcare services over the years."
SG_CSV0000000000001936.csv,"The table ""SG_CSV0000000000001936.csv"" details the monthly statistics of international visitor arrivals to a country (likely Singapore) categorized by the geographic regions and specific countries within those regions, from January to March 1978, including the corresponding number of visitors for each category."
SG_CSV0000000000000536.csv,"The table named ""SG_CSV0000000000000536.csv"" contains data from March 2013 regarding various internet service providers' offerings in terms of residential internet plans, detailing each plan's name, maximum speed, type (ADSL, Fibre, Fixed Broadband), and a consistent contract duration of two years across all plans, retrieved on the 14th of March, 2013."
SG_CSV0000000000000847.csv,"The table ""SG_CSV0000000000000847.csv"" catalogues different types of speed cameras installed across varying locations in Singapore, detailing their precise geographical coordinates with latitude and longitude."
SG_CSV0000000000000108.csv,"The table ""SG_CSV0000000000000108.csv"" contains data from 2005 to 2013 detailing the annual distribution of vehicles across various categories in a specific region, including Category A, B, C, D, Taxis, and Vehicles Exempted from VQS, with the numbers representing the count of each category for each year."
SG_CSV0000000000000433.csv,"The table records the Domestic Supply Price Index for both overall items and non-oil items on a monthly basis from January 1974 to January 1976, with respective indices indicating the supply prices during this period."
SG_CSV0000000000000599.csv,"The table named ""SG_CSV0000000000000599.csv"" compiles data on the gross allocation and returns for different product segments such as High-Rise Space, Business Park Space, Land-Based Factory, and Workshop Space, across several financial quarters from 2017-Q2 to 2018-Q2."
SG_CSV0000000000001294.csv,"The table SG_CSV0000000000001294.csv illustrates the percentage of students who passed the PSLE Mother Tongue Language (MTL) examination in 2021, broken down by race categories including Malay, Chinese, Indian, Others, and an overall average."
SG_CSV0000000000001914.csv,"The table SG_CSV0000000000001914.csv provides detailed information on various government land sales and tenders in Singapore, including dates for launch, tender closing, and award, the location of the sites, types of development allowed and their corresponding codes, lease terms, site area, gross floor area, the number of bids received, names of successful tenderers, tender prices, price per square meter based on gross floor area, and the planning area in which each site is located."
SG_CSV0000000000000910.csv,"The table ""SG_CSV0000000000000910.csv"" showcases median income trends in Singapore over the years 2001 to 2022, categorized by sex, with data points detailing both the median income including and excluding employer CPF contributions for both males and females annually."
SG_CSV0000000000000107.csv,"This table contains data on the number of various types of vehicles categorized by fuel type and year, specifically for 2006 and 2007, including categories such as Cars, Taxis, Motorcycles, Goods and Other Vehicles, and Buses, along with their respective counts for each engine type like Petrol, Diesel, Petrol-Electric, and more."
SG_CSV0000000000001100.csv,"The table ""SG_CSV0000000000001100.csv"" presents data on the annual number of retail establishments classified under SSIC 47 in the total retail trade sector from the year 2000 to 2017."
SG_CSV0000000000000017.csv,"The table ""SG_CSV0000000000000017.csv"" presents data from the year 2020 on the number of students, segmented by gender, enrolled in various full-time courses offered by different schools including the School of Applied Science, School of Business, and School of Design, with specific course names and respective gender counts within each course detailed."
SG_CSV0000000000001235.csv,"The table SG_CSV0000000000001235.csv provides data from 1955 to 1959 on the electoral process within various constituencies, detailing the number of registered electors, the number of rejected votes, and the number of spoilt ballot papers for each constituency in those years."
SG_CSV0000000000001771.csv,"The table ""SG_CSV0000000000001771.csv"" presents data on the progression of office space development from 2014 to 2017, with details about the amount of space in various development statuses including ""Under Construction,"" ""Planned - Written Permission,"" ""Planned - Provisional Permission,"" and ""Planned - Others"" on a quarterly basis."
SG_CSV0000000000000440.csv,"The table ""SG_CSV0000000000000440.csv"" presents the number of blood donors segmented by gender (male and female) for each calendar year from 2011 to 2021."
SG_CSV0000000000001787.csv,"The table ""SG_CSV0000000000001787.csv"" provides monthly data from January 2002 to February 2006 on the number of tanker arrivals and their corresponding gross tonnage at a specific location, likely a port or shipping hub."
SG_CSV0000000000000593.csv,"The table SG_CSV0000000000000593.csv records information about various grant calls, awarded projects, recipients, and organization affiliations, detailing different thematic and directed calls for research proposals across diverse fields such as satellite, smart grid, gas/LNG technology, cybersecurity, and water technologies, with recipients ranging from professors and doctors at prestigious institutions like Nanyang Technological University, National University of Singapore, and research councils like A*STAR, effectively showcasing a landscape of academic and research-driven innovation supported by these grants."
SG_CSV0000000000001532.csv,"The table ""SG_CSV0000000000001532.csv"" provides the labor force participation rates by gender in different years, with the column ""year"" indicating the specific year of data, ""sex"" differentiating between male and female, and ""lfpr"" representing the corresponding labor force participation rate for each gender."
SG_CSV0000000000001276.csv,"The table ""SG_CSV0000000000001276.csv"" records the percentage progress in an educational or professional context, categorized by race (Malay, Chinese, Indian, Others) as well as an overall average, over the years 2008 to 2017, illustrating trends and differences in progress rates among these groups during this period."
SG_CSV0000000000000072.csv,The table represents age-standardized incidence rates (ASIR) for males and females over a span of years from 2007 to 2016.
SG_CSV0000000000000570.csv,"The table SG_CSV0000000000000570.csv details the development expenditures from 1985 to 1990 across various types of educational institutions in Singapore, including Institutes of Technical Education, Junior Colleges/Centralised Institutes, MOE Headquarters, the National Institute of Education, other institutions, Polytechnics, Primary Schools, Secondary Schools, and Universities."
SG_CSV0000000000000658.csv,"The table SG_CSV0000000000000658.csv provides data on the distribution of household sizes in different flat types across the years 2008 and 2013, indicating the percentage of households classified by size ranging from 1 person to 6 or more persons in various flat types such as 1-room, 2-room, 3-room, 4-room, 5-room, and Executive residences, including an overall compilation marked as ""All."""
SG_CSV0000000000000827.csv,"The table ""SG_CSV0000000000000827.csv"" presents data related to construction and development projects, including details such as the date the permit was issued, a unique top number, a project reference number, a description of the project, the architect involved, the floor area, the cost of the project, and the number of residential units involved."
SG_CSV0000000000000483.csv,"The table titled SG_CSV0000000000000483.csv details the enrollment numbers in primary grade 8 over the years 1980 to 1992, classified by two different educational streams (Extended and Mono) and broken down by sex as ""MF"" for male and female combined and ""F"" for female only, with the enrolment figures showing significant increases starting from 1983."
SG_CSV0000000000001425.csv,"The table labeled ""SG_CSV0000000000001425.csv"" presents data detailing annual statistics from 2015 to 2021 on metrics pertaining to different ethnic groups in a demographic likely corresponding to a region in Singapore, specifically capturing figures for Chinese, Malay, Indian, and other ethnicities each year."
SG_CSV0000000000000243.csv,"The table titled SG_CSV0000000000000243.csv records forecasts for various business and manufacturing expectations for distinct sectors in Singapore, such as electronics, chemicals, and biomedical manufacturing, during the first quarter of 1970, with each row specifying the type of expectation forecast—like general business expectations, numbers employed, overtime, and others—along with its associated industry sector."
SG_CSV0000000000000290.csv,"The table ""SG_CSV0000000000000290.csv"" provides quarterly index values for different property types, specifically ""office"" and ""retail"", from the first quarter of 2011 to the first quarter of 2017, indicating trends and changes in market conditions for each property type over time."
SG_CSV0000000000000645.csv,"The table ""SG_CSV0000000000000645.csv"" provides annual data from 2009 to 2018 on different types of healthcare institutions, specifically hospitals and residential long-term care facilities, detailing the number of facilities and beds categorized by facility type, such as acute care hospitals, psychiatric hospitals, community hospitals, nursing homes, and inpatient hospices."
SG_CSV0000000000001342.csv,"The table ""SG_CSV0000000000001342.csv"" contains data on the number of real estate sales categorized by quarter, from 1999-Q4 to 2002-Q4, with columns detailing the type of sale, namely New Sale, Resale, and Sub Sale, and the corresponding number of units for each category in each quarter."
SG_CSV0000000000001390.csv,"The table ""SG_CSV0000000000001390.csv"" presents the cumulative number of various vehicle categories and types, including cars, taxis, motorcycles, buses, and goods vehicles, categorized by period (quarters of the year 2016) and distinguished by specific usage or ownership type, such as private, company, rental, or tax-exempted vehicles."
SG_CSV0000000000001011.csv,"The table SG_CSV0000000000001011.csv contains historical newspaper data from the ""Mid-day Herald"" with details such as issue date and edition, page and article information including titles and the first 50 words of each article."
SG_CSV0000000000001711.csv,The table records annual data on the number of inmates trained and the number of training places available for inmates from the years 2013 to 2017.
SG_CSV0000000000001265.csv,"The table SG_CSV0000000000001265.csv presents data from 1997 to 2006 on the percentage of students passing their GPKI (General Proficiency Key Indicator) exams across different races, including Malay, Chinese, Indian, others, and an overall category, showing how pass rates have varied among these groups and over time."
SG_CSV0000000000001168.csv,"The table ""SG_CSV0000000000001168.csv"" presents data on the number of different types of ionising and non-ionising radiation licences issued from 2008 to 2010, detailing the specific type of licence (such as L1, L2, etc., for ionising and N1, N2, etc., for non-ionising) issued each year and the corresponding number of each licence type granted."
SG_CSV0000000000000690.csv,"The table ""SG_CSV0000000000000690.csv"" provides data on income types and their respective amounts for both Taxable and Non-Taxable groups over different years of assessment, with entries detailing various forms of income such as dividends, interest, rent, royalties, and trade income."
SG_CSV0000000000001372.csv,"The table ""SG_CSV0000000000001372.csv"" provides information about public holidays in Singapore for the year 2021, listing each holiday along with its corresponding date and the day of the week it falls on."
SG_CSV0000000000000363.csv,"The table ""SG_CSV0000000000000363.csv"" provides data on the average hours per week spent on various activities, such as watching different types of TV, reading, doing homework, listening to radio and music, playing video games, and using the internet for social networking or non-media-related purposes, across different age groups (0-6, 7-10, and 11-14) for the years 2014 and 2015, including the sample size for each activity and age group."
SG_CSV0000000000000965.csv,"The table ""SG_CSV0000000000000965.csv"" contains detailed metadata about a collection of diverse Singaporean heritage manuscripts and documents, including titles, contributors, publishers, creation dates, descriptions, abstracts, subjects classified under Library of Congress Subject Headings and the Singheritage project, languages used, associated collections, document types, rights and access policies, with each entry uniquely identified by a UUID and URI mostly referencing National Library Board Singapore’s digital archives."
SG_CSV0000000000000067.csv,The table SG_CSV0000000000000067.csv provides the distribution of age groups as a percentage of the population in various towns or estates in the year 2013.
SG_CSV0000000000000186.csv,"The table contains data on the average monthly household electricity consumption (in kWh) across different housing and dwelling types in Singapore, segmented by month and year for the year 2005, including both public and private housing categories."
SG_CSV0000000000000149.csv,"The table presents the average and median age statistics of different flat types in a housing scheme across the years 2008, 2013, and 2018, showing variations in age trends among 1-room, 2-room, 3-room, 4-room, 5-room, Executive flats, and overall housing units."
SG_CSV0000000000000766.csv,"The table SG_CSV0000000000000766.csv provides annual financial data on the health services sector, including operating receipts, expenditures, surplus, and value added, for various categories such as hospitals, clinics, and other specialized medical services over the years 2015 to 2017."
SG_CSV0000000000000074.csv,"The table contains data on age-standardized incidence rates (ASIR) for various cancer types, including colorectal, lung, prostate, and breast cancer, differentiated by gender (male and female) over different five-year periods from 1976 to 2015."
SG_CSV0000000000000111.csv,"The table ""SG_CSV0000000000000111.csv"" presents financial data for the years 2018 through 2020, detailing amounts allocated from different sources such as donations, government grants, and others, across various sectors including religious, social and welfare, arts and heritage, health, education, community, sports, and others."
SG_CSV0000000000001051.csv,"The table SG_CSV0000000000001051.csv presents data on the value added over time by two types of activities, ""Fine Art, Crafts & Collectibles"" and ""Photography,"" from 2013 to 2018."
SG_CSV0000000000000403.csv,"The table ""SG_CSV0000000000000403.csv"" provides data for the year 2012 on various industry sectors, detailing the entitlement of annual leave categorized into three groups: ""14 days & below,"" ""15 to 21 days,"" and ""over 21 days,"" along with their respective distribution percentages across different industries in the manufacturing, construction, and services sectors."
SG_CSV0000000000001099.csv,"The table provides detailed information on the number of establishments in the Singaporean transport sector, categorized by specific transport and logistics sub-sectors from 2000 to 2008, showing annual changes in the number of establishments across various transport-related activities classified under the SSIC codes."
SG_CSV0000000000001668.csv,"The table ""SG_CSV0000000000001668.csv"" provides data on secondary school enrolment, categorized by year, age group, and sex, capturing the number of students enrolled either as 'MF' (male and female combined) or 'F' (female only) from 1984 to 1986."
SG_CSV0000000000000902.csv,"The table, SG_CSV0000000000000902.csv, provides data on the median age of both resident and citizen populations annually from 1950 to 1974, with some missing values indicated by ""NaN""."
SG_CSV0000000000000272.csv,"The table SG_CSV0000000000000272.csv displays the child dependency ratio among different ethnic groups in a given year, specifically 2008 and 2013, providing insights into the proportion of children to the working-age population within Chinese, Malay, Indian, and other ethnic groups, as well as an aggregate measure across all groups."
SG_CSV0000000000001320.csv,"The table ""SG_CSV0000000000001320.csv"" displays annual data on the sales of potable water from 2008 to 2021, categorized into domestic and non-domestic sectors."
SG_CSV0000000000001371.csv,"The table ""SG_CSV0000000000001371.csv"" depicts the yearly average value, presumably representing some demographic or societal metric, for various ethnic groups including Total, Chinese, Malays, Indians, Eurasians, Caucasians, and Others, within the range of 1984 to 1991."
SG_CSV0000000000000811.csv,"The table provides information on the incidental charges associated with various childcare centers, including details such as the center codes and names, specific types of charges (e.g., insurance, uniforms, registration fees), their frequency (e.g., annually, monthly, once), and the associated monetary amounts."
SG_CSV0000000000000639.csv,"The table 'SG_CSV0000000000000639.csv' presents data on healthy life expectancy (HALE) in years, disaggregated by sex (male and female), across various years ranging from 1990 to 2019."
SG_CSV0000000000000119.csv,"The given table documents property data in Singapore across various property types—such as HDB, Private Residential, Commercial, Industrial, and Others—over financial years from 2002 to 2011, capturing the number of cases, median annual value, and property tax collection for each category, with data for median annual value starting from 2010."
SG_CSV0000000000000496.csv,The table presents the total number of enterprises counted in each year from 2014 to 2018.
SG_CSV0000000000000972.csv,"The table provides data on natural gas consumption, measured in terajoules, across various sectors and sub-sectors from 2009 to 2012."
SG_CSV0000000000000997.csv,"The table details articles from the ""Indian Daily Mail"" newspaper, including information such as the newspaper title, issue identifiers, issue dates, edition, specific page information, article identifiers, article titles, and the first 50 words of the article text, primarily from editions published on January 1, 1949."
SG_CSV0000000000001979.csv,The table SG_CSV0000000000001979.csv details the number of programs funded and the corresponding number of beneficiaries for each year from 2013 to 2017.
SG_CSV0000000000001629.csv,"The table SG_CSV0000000000001629.csv comprises data on various types of residential properties such as Bungalows, Terrace Houses, Semi-Detached Houses, and Apartments for the half-year period of 2014-H2 across different estates and districts, detailing their unit floor area range and corresponding rental range."
SG_CSV0000000000001290.csv,"The table ""SG_CSV0000000000001290.csv"" shows the percentage of students, categorized by racial groups such as Malay, Chinese, Indian, Others, and an overall category, who passed the PSLE (Primary School Leaving Examination) in the Mother Tongue Language (MTL) each year from 1997 to 2006."
SG_CSV0000000000000097.csv,"The table contains data from the year 2005 detailing various automobile makes and the number of vehicles produced or sold for each make, with values ranging from zero (indicating no production or sales) to tens of thousands."
SG_CSV0000000000000070.csv,"The table ""SG_CSV0000000000000070.csv"" records the Total Fertility Rate across various age groups ranging from 15 to 49 years for each year from 1960 to 1967, with specific fertility values provided for each age group, though data for the 45-49 years age group is consistently missing (NaN)."
SG_CSV0000000000000239.csv,"The table titled ""SG_CSV0000000000000239.csv"" provides annual data on various types of bunker fuels and their respective sales volumes from 1995 to 1999, detailing quantities of different bunker fuel types like Marine Gas Oil, Marine Diesel Oil, various grades of Marine Fuel Oil, and Low-Sulfur options, with each year's figures indicating significant usage trends and highlighting the presence or absence of sales for certain low-sulfur fuel types during the period."
SG_CSV0000000000001832.csv,"The table ""SG_CSV0000000000001832.csv"" tracks the annual numbers of vehicles made by various car manufacturers, such as Toyota, Mercedes Benz, and Nissan, from the year 2004 onwards, indicating the quantity of vehicles represented by each brand for each given year."
SG_CSV0000000000001439.csv,"The table, identified as 'SG_CSV0000000000001439.csv,' contains data regarding rental statistics for various residential projects within different postal districts in Singapore for the first quarter of 2023, detailing the 25th percentile, median, and 75th percentile rental prices, alongside the number of rental contracts for each project."
SG_CSV0000000000001935.csv,"The table ""SG_CSV0000000000001935.csv"" records the number of visitor arrivals to a destination, categorized by month, region, and country, with data showing visitor statistics from various regions such as Asia, Europe, Americas, and Oceania, during early months of the year 1978."
SG_CSV0000000000000091.csv,"The table SG_CSV0000000000000091.csv records the population count each year from 2005 to 2007, categorized by age brackets in terms of years such as ""0-<1"", ""1-<2"" and up to ""20->"", capturing the number of individuals within each age range for each respective year."
SG_CSV0000000000001981.csv,"The table ""SG_CSV0000000000001981.csv"" presents statistical data on the number of youth court referrals from 2010 to 2021, categorized by the age groups ""Below 13 years,"" ""13 to below 15 years,"" ""15 to below 16 years,"" and ""16 years and above."""
SG_CSV0000000000000978.csv,"The table ""SG_CSV0000000000000978.csv"" records the net withdrawal amounts associated with different types of housing schemes in Singapore, specifically the Public Housing Scheme and Residential Properties Scheme, across various years from 2006 to 2022."
SG_CSV0000000000001818.csv,"The table SG_CSV0000000000001818.csv contains monthly data from 1986, detailing the distribution of certain values across different geopolitical regions such as South East Asia, North East Asia, South Asia, Middle East, Oceania, Europe, North America, and Other Regions, with an additional category for data not stated."
SG_CSV0000000000001873.csv,"The table records the annual manufacturing output values, categorized into various product groups, for the years 1980 to 1982, with each entry listing the year, general manufacturing category, specific product type, and its respective output value."
SG_CSV0000000000000879.csv,"The table records the median age at divorce for males and females in Singapore from 1980 to 2004, specifying the year, gender, and respective median age value."
SG_CSV0000000000000003.csv,"This table catalogs security-related courses offered in 2020, detailing each course's name, description, and providing a reference link for further information."
SG_CSV0000000000000697.csv,"The table ""SG_CSV0000000000000697.csv"" records monthly total values alongside a category labeled ""Total Excluding Biomedical Manufacturing"" for each month from January 1983 to January 1985, although the values for the latter category are not provided (NaN)."
SG_CSV0000000000000026.csv,"The table ""SG_CSV0000000000000026.csv"" provides information on various courses offered by different schools in 2022, detailing each course’s name, Ministry of Education course code, polytechnic course code, and description, along with a reference link for more information."
SG_CSV0000000000000461.csv,"The table ""SG_CSV0000000000000461.csv"" provides statistical data from the year 2010 on male employment across different age groups within the manufacturing, construction, and services industries, further categorized by specific sectors such as wholesale and retail trade, transportation and storage, and accommodation and food services, with corresponding employment numbers for each category."
SG_CSV0000000000001036.csv,"The table SG_CSV0000000000001036.csv contains information about articles published in ""The Penang Patriot"" newspaper, detailing metadata such as issue identification, date, and edition, alongside specifics of the published articles including page number, article ID, title, and the first fifty words of each article's text."
SG_CSV0000000000001309.csv,"The table named ""SG_CSV0000000000001309.csv"" contains data on higher education statistics categorized by year, sex, and course, detailing the number of intakes, enrollments, and graduates from 2005 to 2007 across various fields of study such as Applied Arts, Engineering Sciences, Business & Administration, Health Sciences, etc., differentiating between male and female participants."
SG_CSV0000000000001019.csv,"The table ""SG_CSV0000000000001019.csv"" contains historical data from the Singapore Weekly Herald, detailing various editions with information such as the newspaper title, issue ID, issue date, edition number, page ID, page number, article ID, article titles, and the first 50 words of each article, illustrating the content and structure of the newspaper articles published between July and August 1888."
SG_CSV0000000000001150.csv,"The table ""SG_CSV0000000000001150.csv"" provides annual data from 2006 to 2018 on different types of palliative care services, including Home Palliative Care, Palliative Nursing, Palliative Medical, and Psychosocial support, along with their corresponding counts, showing trends in service utilization or availability over time."
SG_CSV0000000000000998.csv,"The table contains detailed metadata about articles published in the newspaper ""Indo-Chinese Patriot"" on the issue dated 1 August 1900, including information on the newspaper title, edition, page and article identifiers, page numbers, article titles, and a snippet of the first 50 words from each article's text."
SG_CSV0000000000001657.csv,"The table ""SG_CSV0000000000001657.csv"" presents the annual revenue data for different segments of the infocomm industry, including hardware, software, IT services, telecommunication services, and content services, for each year from 2001 to 2010."
SG_CSV0000000000000334.csv,"The table named ""SG_CSV0000000000000334.csv"" provides data on the number of individuals within various age groups who were associated with different types of offences in the year 2012, detailing how many people from each age group were involved in a specific main offence category ranging from crimes against persons to traffic offences."
SG_CSV0000000000000219.csv,"The table ""SG_CSV0000000000000219.csv"" contains quarterly data on overtime paid hours across various industries and sub-industries, from manufacturing sectors like food, beverages, and tobacco, to services such as hotels and financial intermediation, indicating the labor workload trends across different quarters starting from 1990-Q1."
SG_CSV0000000000001374.csv,"The table ""SG_CSV0000000000001374.csv"" lists holidays in 2022, detailing each holiday's date, the corresponding day of the week, and the holiday's name."
SG_CSV0000000000000370.csv,"The table ""SG_CSV0000000000000370.csv"" provides statistics on death counts and death rates for various disease categories classified by ICD codes in the year 2021, detailing the specific causes of death, including infectious diseases, neoplasms, diseases of the blood, endocrine disorders, mental and behavioral disorders, nervous system diseases, and more, with corresponding numerical data indicating the frequency and impact of these conditions within the population."
SG_CSV0000000000000113.csv,"The table presents the distribution of annual receipts by income size brackets for each year from 2009 to 2013, depicting the proportion of total annual receipts attributed to businesses falling within each income size category over the specified period."
SG_CSV0000000000000657.csv,"The table SG_CSV0000000000000657.csv provides percentages of households categorized by ethnic group and household size for the years 2008 and 2013, showing the distribution of household sizes among Chinese, Malay, Indian, and Others ethnic groups, as well as the overall population, for different household sizes ranging from single-person to six or more persons."
SG_CSV0000000000000495.csv,"The table SG_CSV0000000000000495.csv provides data on the annual count of enterprises categorized as either local or foreign from 2014 to 2018, displaying the total number of enterprises for each category per year."
SG_CSV0000000000001874.csv,The table captures the annual values of total manufacturing from 1980 to 2017.
SG_CSV0000000000001947.csv,"The table titled ""SG_CSV0000000000001947.csv"" provides data for the year 2021, detailing various managerial and executive job positions, their establishment sizes categorized into 'at least 200 employees' and 'less than 200 employees', and the respective median monthly gross and basic wages for each role."
SG_CSV0000000000000073.csv,"The table ""SG_CSV0000000000000073.csv"" shows the annual age-standardized incidence rates (asir) of a condition or disease for males and females from 2005 to 2014."
SG_CSV0000000000000365.csv,"The table ""SG_CSV0000000000000365.csv"" records the number of inhalant abusers arrested each year from 2003 to 2021, categorized by race (Chinese, Malay, Indian) in Singapore."
SG_CSV0000000000001179.csv,"The table records the annual distribution of professionals across different sectors, namely Public Sector, Private Sector, and those Not in Active Practice, detailing their counts from the years 2014 to 2021."
SG_CSV0000000000000114.csv,"The table titled ""SG_CSV0000000000000114.csv"" provides a breakdown of annual receipts in 2013 from various sources such as donations, government grants, and others across different sectors including Arts & Heritage, Community, Education, Health, Religious, Others, Social & Welfare, and Sports."
SG_CSV0000000000001166.csv,"The table ""SG_CSV0000000000001166.csv"" details the number of pre-university schools in Singapore from 1999 to 2011, categorized by the year, the level of school (Junior College or Centralised Institute), and the type of school (Government, Govt-Aided, or Independent)."
