query_table,candidate_table,query_column,candidate_column
USA_CSV0000000000033169__23.csv,USA_CSV0000000000034070__22.csv,Hyperlipidemia,Hyperlipidemia
UK_CSV0000000000006255__39.csv,UK_CSV0000000000006255__40.csv,q15ca_04,q15ca_04
USA_CSV0000000000034070__15.csv,USA_CSV0000000000034070__4.csv,Other Insurance,Other Insurance
SG_CSV0000000000000925__40.csv,SG_CSV0000000000001714__28.csv,ban_education4,ban_education4
USA_CSV0000000000034070__19.csv,USA_CSV0000000000034070__16.csv,Hyperlipidemia,Hyperlipidemia
USA_CSV0000000000035769.csv,USA_CSV0000000000033761.csv,CITY,CITY
SG_CSV0000000000000925__8.csv,SG_CSV0000000000000925__20.csv,ban_occupation_role6,ban_occupation_role6
SG_CSV0000000000000925__22.csv,SG_CSV0000000000000925.csv,q20_q212,q20_q212
USA_CSV0000000000031994.csv,USA_CSV0000000000031917.csv,City,City
USA_CSV0000000000034070__15.csv,USA_CSV0000000000033169__10.csv,Hyperlipidemia,Hyperlipidemia
SG_CSV0000000000000925__13.csv,SG_CSV0000000000000925__9.csv,ban_q436,ban_q436
SG_CSV0000000000001714__32.csv,SG_CSV0000000000001714.csv,ban_q431,ban_q431
SG_CSV0000000000000925__9.csv,SG_CSV0000000000000925__2.csv,levelsch,levelsch
SG_CSV0000000000000925__11.csv,SG_CSV0000000000000925__17.csv,q20_q213,q20_q213
USA_CSV0000000000034070__19.csv,USA_CSV0000000000034070__16.csv,Other Insurance,Other Insurance
SG_CSV0000000000001714__32.csv,SG_CSV0000000000001714__28.csv,socialnetwork_1_slice,socialnetwork_1_slice
SG_CSV0000000000000925__9.csv,SG_CSV0000000000000925__8.csv,socialnetwork_dp10,socialnetwork_dp10
USA_CSV0000000000034070__19.csv,USA_CSV0000000000034070__18.csv,Medicaid Managed Insurance,Medicaid Managed Insurance
SG_CSV0000000000000925__41.csv,SG_CSV0000000000000925__39.csv,ban_q431,ban_q431
SG_CSV0000000000001714__32.csv,SG_CSV0000000000000925__7.csv,levelsch,levelsch
CAN_CSV0000000000001018.csv,CAN_CSV0000000000001002.csv,STATUS,STATUS
CAN_CSV0000000000001018.csv,CAN_CSV0000000000012722.csv,STATUS,STATUS
SG_CSV0000000000000925__19.csv,SG_CSV0000000000000925__14.csv,ban_occupation_status9,ban_occupation_status9
SG_CSV0000000000000925__19.csv,SG_CSV0000000000000925__20.csv,socialnetwork_4_slice,socialnetwork_4_slice
SG_CSV0000000000000925__19.csv,SG_CSV0000000000000925__17.csv,socialnetwork_1_slice,socialnetwork_1_slice
SG_CSV0000000000000925__11.csv,SG_CSV0000000000000925__12.csv,ban_occupation_role8,ban_occupation_role8
SG_CSV0000000000000925__9.csv,SG_CSV0000000000000925__6.csv,levelsch,levelsch
SG_CSV0000000000000925__8.csv,SG_CSV0000000000000925__8.csv,ban_q18_q191,ban_q18_q191
SG_CSV0000000000000925__11.csv,SG_CSV0000000000000925__6.csv,levelsch,levelsch
SG_CSV0000000000000925__9.csv,SG_CSV0000000000000925__13.csv,levelsch,levelsch
SG_CSV0000000000000925__11.csv,SG_CSV0000000000000925__13.csv,levelsch,levelsch
SG_CSV0000000000000925__41.csv,SG_CSV0000000000000925__38.csv,ban_q431,ban_q431
SG_CSV0000000000001714__46.csv,SG_CSV0000000000001714__46.csv,ban_occupation_status4,ban_occupation_status4
SG_CSV0000000000001714__38.csv,SG_CSV0000000000001714.csv,q20_q214,q20_q214
UK_CSV0000000000006255__39.csv,UK_CSV0000000000006255__36.csv,q03a_15,q03a_15
SG_CSV0000000000000925__11.csv,SG_CSV0000000000000925__12.csv,ban_children4,ban_children4
UK_CSV0000000000006255__38.csv,UK_CSV0000000000006255.csv,q03a_15,q03a_15
USA_CSV0000000000034070__15.csv,USA_CSV0000000000033169__24.csv,Hyperlipidemia,Hyperlipidemia
USA_CSV0000000000031994.csv,USA_CSV0000000000031994.csv,City,City
SG_CSV0000000000000925__13.csv,SG_CSV0000000000000925__7.csv,q20_q213,q20_q213
USA_CSV0000000000031994.csv,USA_CSV0000000000033393.csv,City,City
SG_CSV0000000000001714__46.csv,SG_CSV0000000000001714__46.csv,socialnetwork_4_slice,socialnetwork_4_slice
SG_CSV0000000000000925__9.csv,SG_CSV0000000000000925__10.csv,ban_q437,ban_q437
SG_CSV0000000000001714__38.csv,SG_CSV0000000000001714.csv,socialnetwork_dp08,socialnetwork_dp08
SG_CSV0000000000001714__32.csv,SG_CSV0000000000000925__8.csv,levelsch,levelsch
CAN_CSV0000000000001018.csv,CAN_CSV0000000000012839.csv,STATUS,STATUS
SG_CSV0000000000000925__9.csv,SG_CSV0000000000000925__19.csv,q20_q213,q20_q213
SG_CSV0000000000000925__42.csv,SG_CSV0000000000001714.csv,socialnetwork_1_slice,socialnetwork_1_slice
USA_CSV0000000000036673.csv,USA_CSV0000000000033860.csv,CITY,CITY
SG_CSV0000000000000925__9.csv,SG_CSV0000000000000925__7.csv,levelsch,levelsch
SG_CSV0000000000000925__13.csv,SG_CSV0000000000000925__9.csv,ban_q18_q191,ban_q18_q191
UK_CSV0000000000006255__16.csv,UK_CSV0000000000006255__19.csv,q04a_20,q04a_20
SG_CSV0000000000000925__11.csv,SG_CSV0000000000000925__7.csv,levelsch,levelsch
USA_CSV0000000000033169__22.csv,USA_CSV0000000000033169__22.csv,Other Developmental Disability,Other Developmental Disability
USA_CSV0000000000036673.csv,USA_CSV0000000000035769.csv,CITY,CITY
CAN_CSV0000000000001018.csv,CAN_CSV0000000000012516.csv,STATUS,STATUS
SG_CSV0000000000001714__46.csv,SG_CSV0000000000001714__44.csv,levelsch,levelsch
USA_CSV0000000000034070__15.csv,USA_CSV0000000000033169__13.csv,Hyperlipidemia,Hyperlipidemia
SG_CSV0000000000000925__11.csv,SG_CSV0000000000000925__9.csv,ban_occupation_status9,ban_occupation_status9
USA_CSV0000000000034070__19.csv,USA_CSV0000000000034070__17.csv,Other Insurance,Other Insurance
USA_CSV0000000000034070__15.csv,USA_CSV0000000000034070__17.csv,Medicaid Managed Insurance,Medicaid Managed Insurance
USA_CSV0000000000033169__22.csv,USA_CSV0000000000033169__24.csv,Other Developmental Disability,Other Developmental Disability
SG_CSV0000000000000925__42.csv,SG_CSV0000000000000925__46.csv,socialnetwork_dp10,socialnetwork_dp10
SG_CSV0000000000000925__9.csv,SG_CSV0000000000000925__8.csv,levelsch,levelsch
USA_CSV0000000000034070__15.csv,USA_CSV0000000000034070__16.csv,Other Insurance,Other Insurance
SG_CSV0000000000000925__40.csv,SG_CSV0000000000000925__39.csv,socialnetwork_5_slice,socialnetwork_5_slice
SG_CSV0000000000001714__46.csv,SG_CSV0000000000001714__42.csv,ban_occupation_status4,ban_occupation_status4
SG_CSV0000000000000925__11.csv,SG_CSV0000000000000925__8.csv,levelsch,levelsch
SG_CSV0000000000000925__19.csv,SG_CSV0000000000000925__19.csv,ban_occupation_role8,ban_occupation_role8
SG_CSV0000000000000925__11.csv,SG_CSV0000000000000925__11.csv,ban_children4,ban_children4
USA_CSV0000000000033169__22.csv,USA_CSV0000000000034070__15.csv,Other Developmental Disability,Other Developmental Disability
SG_CSV0000000000000925__13.csv,SG_CSV0000000000000925__13.csv,q20_q212,q20_q212
SG_CSV0000000000000925__11.csv,SG_CSV0000000000000925__11.csv,ban_occupation_role8,ban_occupation_role8
SG_CSV0000000000001714__32.csv,SG_CSV0000000000001714.csv,ban_education1,ban_education1
SG_CSV0000000000001714__46.csv,SG_CSV0000000000001714__44.csv,ban_occupation_status2,ban_occupation_status2
SG_CSV0000000000000925__19.csv,SG_CSV0000000000001714.csv,ban_education2,ban_education2
SG_CSV0000000000001714__38.csv,SG_CSV0000000000001714__37.csv,socialnetwork_dp08,socialnetwork_dp08
SG_CSV0000000000000925__40.csv,SG_CSV0000000000000925__38.csv,socialnetwork_5_slice,socialnetwork_5_slice
USA_CSV0000000000034070__19.csv,USA_CSV0000000000034070__16.csv,Other Developmental Disability,Other Developmental Disability
SG_CSV0000000000000925__9.csv,SG_CSV0000000000000925__9.csv,socialnetwork_dp10,socialnetwork_dp10
SG_CSV0000000000000925__41.csv,SG_CSV0000000000001714__29.csv,ban_education4,ban_education4
SG_CSV0000000000000925__9.csv,SG_CSV0000000000000925__19.csv,q20_q212,q20_q212
SG_CSV0000000000000925__9.csv,SG_CSV0000000000000925__13.csv,ban_children4,ban_children4
SG_CSV0000000000000925__11.csv,SG_CSV0000000000000925__10.csv,q20_q213,q20_q213
SG_CSV0000000000000925__19.csv,SG_CSV0000000000001714.csv,socialnetwork_4_slice,socialnetwork_4_slice
SG_CSV0000000000000925__8.csv,SG_CSV0000000000000925__11.csv,socialnetwork_dp10,socialnetwork_dp10
SG_CSV0000000000000925__8.csv,SG_CSV0000000000000925__9.csv,ban_q18_q191,ban_q18_q191
SG_CSV0000000000000925__9.csv,SG_CSV0000000000000925__7.csv,ban_children4,ban_children4
SG_CSV0000000000001714__32.csv,SG_CSV0000000000001714__28.csv,ban_occupation_status9,ban_occupation_status9
SG_CSV0000000000001714__32.csv,SG_CSV0000000000001714__30.csv,ban_education4,ban_education4
SG_CSV0000000000000925__41.csv,SG_CSV0000000000000925__41.csv,ban_education4,ban_education4
SG_CSV0000000000001714__38.csv,SG_CSV0000000000001714__38.csv,socialnetwork_dp08,socialnetwork_dp08
USA_CSV0000000000034070__15.csv,USA_CSV0000000000033169__13.csv,Medicaid Managed Insurance,Medicaid Managed Insurance
SG_CSV0000000000000925__8.csv,SG_CSV0000000000000925__13.csv,ban_occupation_status2,ban_occupation_status2
SG_CSV0000000000000925__19.csv,SG_CSV0000000000000925__14.csv,socialnetwork_dp10,socialnetwork_dp10
SG_CSV0000000000000925__22.csv,SG_CSV0000000000000925__12.csv,q20_q212,q20_q212
SG_CSV0000000000000925__19.csv,SG_CSV0000000000000925__17.csv,ban_occupation_status9,ban_occupation_status9
SG_CSV0000000000001714__18.csv,SG_CSV0000000000001714__37.csv,q20_q214,q20_q214
SG_CSV0000000000000925__9.csv,SG_CSV0000000000000925__10.csv,ban_occupation_status4,ban_occupation_status4
UK_CSV0000000000006255__39.csv,UK_CSV0000000000006255__39.csv,q03a_10,q03a_10
SG_CSV0000000000001714__32.csv,SG_CSV0000000000001714__31.csv,ban_q431,ban_q431
USA_CSV0000000000033169__23.csv,USA_CSV0000000000033169__23.csv,Hyperlipidemia,Hyperlipidemia
USA_CSV0000000000033169__23.csv,USA_CSV0000000000034070.csv,Hyperlipidemia,Hyperlipidemia
SG_CSV0000000000000925__9.csv,SG_CSV0000000000001714.csv,ban_occupation_status2,ban_occupation_status2
SG_CSV0000000000001714__32.csv,SG_CSV0000000000001714__33.csv,socialnetwork_1_slice,socialnetwork_1_slice
SG_CSV0000000000001714__38.csv,SG_CSV0000000000001714__39.csv,ban_q435,ban_q435
CAN_CSV0000000000001018.csv,CAN_CSV0000000000012905.csv,STATUS,STATUS
SG_CSV0000000000000925__11.csv,SG_CSV0000000000000925__7.csv,ban_q433,ban_q433
SG_CSV0000000000001714__32.csv,SG_CSV0000000000000925__9.csv,levelsch,levelsch
CAN_CSV0000000000001018.csv,CAN_CSV0000000000012747.csv,STATUS,STATUS
USA_CSV0000000000000564.csv,USA_CSV0000000000035271.csv,account_description,account_description
USA_CSV0000000000000564.csv,USA_CSV0000000000035269.csv,account_description,account_description
USA_CSV0000000000034070__15.csv,USA_CSV0000000000034070__22.csv,Hyperlipidemia,Hyperlipidemia
USA_CSV0000000000034070__15.csv,USA_CSV0000000000034070__17.csv,Other Insurance,Other Insurance
SG_CSV0000000000000925__13.csv,SG_CSV0000000000000925__8.csv,q20_q212,q20_q212
SG_CSV0000000000000925__11.csv,SG_CSV0000000000000925.csv,ban_children4,ban_children4
SG_CSV0000000000000925__42.csv,SG_CSV0000000000001714.csv,socialnetwork_dp01,socialnetwork_dp01
SG_CSV0000000000000925__11.csv,SG_CSV0000000000000925__10.csv,ban_q18_q191,ban_q18_q191
SG_CSV0000000000000925__8.csv,SG_CSV0000000000000925__3.csv,ban_occupation_role6,ban_occupation_role6
SG_CSV0000000000001714__32.csv,SG_CSV0000000000001714.csv,socialnetwork_5_slice,socialnetwork_5_slice
CAN_CSV0000000000001018.csv,CAN_CSV0000000000001003.csv,STATUS,STATUS
SG_CSV0000000000001714__38.csv,SG_CSV0000000000000925__13.csv,ban_children4,ban_children4
USA_CSV0000000000000564.csv,USA_CSV0000000000031864.csv,account_description,account_description
USA_CSV0000000000000564.csv,USA_CSV0000000000033288.csv,account_description,account_description
SG_CSV0000000000000925__41.csv,SG_CSV0000000000000925__39.csv,socialnetwork_5_slice,socialnetwork_5_slice
SG_CSV0000000000000925__13.csv,SG_CSV0000000000000925__9.csv,q20_q213,q20_q213
USA_CSV0000000000034366.csv,USA_CSV0000000000035271.csv,account_description,account_description
UK_CSV0000000000006255__38.csv,UK_CSV0000000000006255__37.csv,q04a_07,q04a_07
SG_CSV0000000000000925__11.csv,SG_CSV0000000000000925__10.csv,ban_occupation_status2,ban_occupation_status2
USA_CSV0000000000031994.csv,USA_CSV0000000000033501.csv,City,City
SG_CSV0000000000000925__9.csv,SG_CSV0000000000000925__10.csv,q20_q214,q20_q214
USA_CSV0000000000034070__19.csv,USA_CSV0000000000033169__10.csv,Medicaid Managed Insurance,Medicaid Managed Insurance
SG_CSV0000000000001714__18.csv,SG_CSV0000000000001714__19.csv,q20_q214,q20_q214
SG_CSV0000000000000925__41.csv,SG_CSV0000000000000925__38.csv,socialnetwork_5_slice,socialnetwork_5_slice
SG_CSV0000000000001714__32.csv,SG_CSV0000000000001714__30.csv,socialnetwork_4_slice,socialnetwork_4_slice
USA_CSV0000000000034366.csv,USA_CSV0000000000031864.csv,account_description,account_description
SG_CSV0000000000000925__9.csv,SG_CSV0000000000000925__9.csv,levelsch,levelsch
UK_CSV0000000000006255__39.csv,UK_CSV0000000000006255__36.csv,q03a_10,q03a_10
USA_CSV0000000000034366.csv,USA_CSV0000000000033288.csv,account_description,account_description
SG_CSV0000000000000925__11.csv,SG_CSV0000000000000925__9.csv,levelsch,levelsch
SG_CSV0000000000001714__32.csv,SG_CSV0000000000001714__32.csv,ban_education1,ban_education1
SG_CSV0000000000001714__38.csv,SG_CSV0000000000001714__39.csv,ban_children4,ban_children4
CAN_CSV0000000000001018.csv,CAN_CSV0000000000012938.csv,STATUS,STATUS
USA_CSV0000000000034070__15.csv,USA_CSV0000000000033169__8.csv,Other Insurance,Other Insurance
SG_CSV0000000000000925__42.csv,SG_CSV0000000000000925__42.csv,socialnetwork_1_slice,socialnetwork_1_slice
CAN_CSV0000000000001018.csv,CAN_CSV0000000000012837.csv,STATUS,STATUS
SG_CSV0000000000000925__13.csv,SG_CSV0000000000000925__13.csv,ban_occupation_status9,ban_occupation_status9
USA_CSV0000000000034070__19.csv,USA_CSV0000000000034070__18.csv,Other Developmental Disability,Other Developmental Disability
SG_CSV0000000000001714__32.csv,SG_CSV0000000000001714__34.csv,levelsch,levelsch
USA_CSV0000000000031994.csv,USA_CSV0000000000034329.csv,City,City
SG_CSV0000000000000925__8.csv,SG_CSV0000000000000925.csv,socialnetwork_dp10,socialnetwork_dp10
SG_CSV0000000000000925__19.csv,SG_CSV0000000000000925__18.csv,socialnetwork_1_slice,socialnetwork_1_slice
CAN_CSV0000000000001018.csv,CAN_CSV0000000000012667.csv,STATUS,STATUS
SG_CSV0000000000000925__8.csv,SG_CSV0000000000001714.csv,ban_children4,ban_children4
SG_CSV0000000000000925__9.csv,SG_CSV0000000000001714.csv,ban_q18_q191,ban_q18_q191
SG_CSV0000000000000925__22.csv,SG_CSV0000000000000925__7.csv,q20_q212,q20_q212
SG_CSV0000000000000925__11.csv,SG_CSV0000000000000925__18.csv,q20_q213,q20_q213
SG_CSV0000000000001714__32.csv,SG_CSV0000000000001714__28.csv,ban_education4,ban_education4
SG_CSV0000000000000925__8.csv,SG_CSV0000000000000925__8.csv,ban_occupation_status4,ban_occupation_status4
SG_CSV0000000000001714__32.csv,SG_CSV0000000000001714__31.csv,ban_education1,ban_education1
SG_CSV0000000000000925__41.csv,SG_CSV0000000000000925__36.csv,ban_education4,ban_education4
SG_CSV0000000000000925__19.csv,SG_CSV0000000000000925__17.csv,socialnetwork_dp10,socialnetwork_dp10
SG_CSV0000000000000925__11.csv,SG_CSV0000000000000925__10.csv,ban_occupation_role6,ban_occupation_role6
SG_CSV0000000000000925__9.csv,SG_CSV0000000000001714__34.csv,levelsch,levelsch
CAN_CSV0000000000001018.csv,CAN_CSV0000000000001068.csv,STATUS,STATUS
SG_CSV0000000000000925__11.csv,SG_CSV0000000000001714__34.csv,levelsch,levelsch
SG_CSV0000000000000925__19.csv,SG_CSV0000000000000925__17.csv,ban_occupation_role6,ban_occupation_role6
SG_CSV0000000000000925__9.csv,SG_CSV0000000000000925__10.csv,socialnetwork_dp10,socialnetwork_dp10
SG_CSV0000000000000925__9.csv,SG_CSV0000000000000925__9.csv,ban_children4,ban_children4
SG_CSV0000000000000925__13.csv,SG_CSV0000000000001714__29.csv,ban_children4,ban_children4
SG_CSV0000000000000925__9.csv,SG_CSV0000000000001714__30.csv,levelsch,levelsch
SG_CSV0000000000000925__8.csv,SG_CSV0000000000000925__10.csv,ban_q18_q194,ban_q18_q194
USA_CSV0000000000000564.csv,USA_CSV0000000000000564.csv,account_description,account_description
SG_CSV0000000000001714__32.csv,SG_CSV0000000000001714__33.csv,ban_education1,ban_education1
SG_CSV0000000000001714__46.csv,SG_CSV0000000000001714__42.csv,ban_occupation_role8,ban_occupation_role8
SG_CSV0000000000000925__11.csv,SG_CSV0000000000001714__30.csv,levelsch,levelsch
USA_CSV0000000000034070__19.csv,USA_CSV0000000000033169__10.csv,Hyperlipidemia,Hyperlipidemia
SG_CSV0000000000001714__32.csv,SG_CSV0000000000001714__8.csv,ban_education1,ban_education1
SG_CSV0000000000000925__11.csv,SG_CSV0000000000000925__10.csv,q20_q214,q20_q214
SG_CSV0000000000000925__8.csv,SG_CSV0000000000000925__13.csv,ban_occupation_status9,ban_occupation_status9
CAN_CSV0000000000001018.csv,CAN_CSV0000000000012770.csv,STATUS,STATUS
SG_CSV0000000000001714__46.csv,SG_CSV0000000000001714__43.csv,socialnetwork_4_slice,socialnetwork_4_slice
SG_CSV0000000000000925__42.csv,SG_CSV0000000000000925__43.csv,socialnetwork_dp10,socialnetwork_dp10
SG_CSV0000000000000925__41.csv,SG_CSV0000000000000925.csv,ban_education4,ban_education4
UK_CSV0000000000006255__38.csv,UK_CSV0000000000006255__38.csv,q03a_15,q03a_15
USA_CSV0000000000034366.csv,USA_CSV0000000000000564.csv,account_description,account_description
SG_CSV0000000000000925__40.csv,SG_CSV0000000000000925__35.csv,ban_education4,ban_education4
SG_CSV0000000000001714__32.csv,SG_CSV0000000000001714__33.csv,ban_occupation_status9,ban_occupation_status9
SG_CSV0000000000000925__11.csv,SG_CSV0000000000000925__9.csv,ban_q433,ban_q433
SG_CSV0000000000000925__13.csv,SG_CSV0000000000000925__9.csv,q20_q212,q20_q212
USA_CSV0000000000034070__19.csv,USA_CSV0000000000034070__3.csv,Other Insurance,Other Insurance
USA_CSV0000000000000564.csv,USA_CSV0000000000036844.csv,account_description,account_description
SG_CSV0000000000001714__46.csv,SG_CSV0000000000001714__48.csv,socialnetwork_4_slice,socialnetwork_4_slice
UK_CSV0000000000006255__39.csv,UK_CSV0000000000006255__36.csv,q04bii_14,q04bii_14
CAN_CSV0000000000001018.csv,CAN_CSV0000000000012766.csv,STATUS,STATUS
USA_CSV0000000000035769.csv,USA_CSV0000000000034128.csv,CITY,CITY
SG_CSV0000000000001714__32.csv,SG_CSV0000000000001714__28.csv,socialnetwork_4_slice,socialnetwork_4_slice
SG_CSV0000000000001714__32.csv,SG_CSV0000000000001714__31.csv,socialnetwork_5_slice,socialnetwork_5_slice
SG_CSV0000000000000925__8.csv,SG_CSV0000000000000925__10.csv,ban_occupation_status9,ban_occupation_status9
USA_CSV0000000000031994.csv,USA_CSV0000000000034335.csv,City,City
USA_CSV0000000000034070__19.csv,USA_CSV0000000000033169__24.csv,Hyperlipidemia,Hyperlipidemia
SG_CSV0000000000000925__19.csv,SG_CSV0000000000000925__20.csv,socialnetwork_1_slice,socialnetwork_1_slice
SG_CSV0000000000001714__46.csv,SG_CSV0000000000000925__12.csv,levelsch,levelsch
SG_CSV0000000000000925__8.csv,SG_CSV0000000000000925__8.csv,ban_occupation_status9,ban_occupation_status9
USA_CSV0000000000034366.csv,USA_CSV0000000000036844.csv,account_description,account_description
CAN_CSV0000000000001018.csv,CAN_CSV0000000000012908.csv,STATUS,STATUS
USA_CSV0000000000034070__15.csv,USA_CSV0000000000033169__23.csv,Hyperlipidemia,Hyperlipidemia
SG_CSV0000000000000925__8.csv,SG_CSV0000000000000925__13.csv,ban_occupation_status7,ban_occupation_status7
USA_CSV0000000000034070__15.csv,USA_CSV0000000000034070.csv,Hyperlipidemia,Hyperlipidemia
SG_CSV0000000000000925__42.csv,SG_CSV0000000000000925__16.csv,socialnetwork_1_slice,socialnetwork_1_slice
SG_CSV0000000000000925__13.csv,SG_CSV0000000000000925__10.csv,q20_q213,q20_q213
USA_CSV0000000000000564.csv,USA_CSV0000000000034815.csv,account_description,account_description
SG_CSV0000000000000925__11.csv,SG_CSV0000000000001714.csv,socialnetwork_dp07,socialnetwork_dp07
SG_CSV0000000000001714__18.csv,SG_CSV0000000000001714__16.csv,q20_q214,q20_q214
USA_CSV0000000000034070__15.csv,USA_CSV0000000000034070__15.csv,Medicaid Managed Insurance,Medicaid Managed Insurance
USA_CSV0000000000034070__19.csv,USA_CSV0000000000033169__13.csv,Hyperlipidemia,Hyperlipidemia
SG_CSV0000000000001714__18.csv,SG_CSV0000000000000925.csv,q20_q214,q20_q214
SG_CSV0000000000000925__8.csv,SG_CSV0000000000000925__9.csv,ban_occupation_status4,ban_occupation_status4
SG_CSV0000000000000925__9.csv,SG_CSV0000000000000925.csv,q20_q213,q20_q213
SG_CSV0000000000000925__11.csv,SG_CSV0000000000000925__10.csv,levelsch,levelsch
USA_CSV0000000000034070__19.csv,USA_CSV0000000000034070__15.csv,Other Insurance,Other Insurance
SG_CSV0000000000000925__22.csv,SG_CSV0000000000000925__9.csv,q20_q212,q20_q212
SG_CSV0000000000000925__13.csv,SG_CSV0000000000000925__13.csv,ban_children4,ban_children4
USA_CSV0000000000033169__22.csv,USA_CSV0000000000033169__7.csv,Other Developmental Disability,Other Developmental Disability
SG_CSV0000000000000925__9.csv,SG_CSV0000000000000925__12.csv,ban_q18_q191,ban_q18_q191
SG_CSV0000000000000925__19.csv,SG_CSV0000000000000925__15.csv,ban_occupation_role8,ban_occupation_role8
SG_CSV0000000000000925__13.csv,SG_CSV0000000000000925__7.csv,ban_children4,ban_children4
CAN_CSV0000000000001018.csv,CAN_CSV0000000000015673.csv,STATUS,STATUS
USA_CSV0000000000033169__22.csv,USA_CSV0000000000034070.csv,Other Developmental Disability,Other Developmental Disability
UK_CSV0000000000006255__38.csv,UK_CSV0000000000006255.csv,q03a_12,q03a_12
CAN_CSV0000000000001018.csv,CAN_CSV0000000000013063.csv,STATUS,STATUS
SG_CSV0000000000000925__13.csv,SG_CSV0000000000000925__9.csv,ban_occupation_status9,ban_occupation_status9
SG_CSV0000000000000925__42.csv,SG_CSV0000000000001714.csv,ban_q18_q194,ban_q18_q194
SG_CSV0000000000000925__19.csv,SG_CSV0000000000000925__17.csv,socialnetwork_dp01,socialnetwork_dp01
USA_CSV0000000000034070__15.csv,USA_CSV0000000000034070__3.csv,Other Insurance,Other Insurance
SG_CSV0000000000000925__40.csv,SG_CSV0000000000001714__29.csv,ban_education4,ban_education4
SG_CSV0000000000000925__8.csv,SG_CSV0000000000000925__13.csv,socialnetwork_dp10,socialnetwork_dp10
USA_CSV0000000000034070__19.csv,USA_CSV0000000000033169__10.csv,Other Developmental Disability,Other Developmental Disability
SG_CSV0000000000000925__19.csv,SG_CSV0000000000000925__19.csv,socialnetwork_1_slice,socialnetwork_1_slice
SG_CSV0000000000001714__32.csv,SG_CSV0000000000000925__4.csv,ban_education4,ban_education4
SG_CSV0000000000000925__11.csv,SG_CSV0000000000001714__28.csv,levelsch,levelsch
SG_CSV0000000000000925__11.csv,SG_CSV0000000000001714__24.csv,ban_occupation_role6,ban_occupation_role6
SG_CSV0000000000001714__46.csv,SG_CSV0000000000000925__11.csv,levelsch,levelsch
USA_CSV0000000000036673.csv,USA_CSV0000000000034128.csv,CITY,CITY
UK_CSV0000000000006255__46.csv,UK_CSV0000000000006255__42.csv,q10f_13,q10f_13
SG_CSV0000000000000925__11.csv,SG_CSV0000000000001714.csv,q20_q213,q20_q213
UK_CSV0000000000006255__16.csv,UK_CSV0000000000006255__19.csv,q05_15,q05_15
SG_CSV0000000000000925__11.csv,SG_CSV0000000000000925__8.csv,ban_children4,ban_children4
SG_CSV0000000000000925__41.csv,SG_CSV0000000000000925__40.csv,ban_education4,ban_education4
SG_CSV0000000000000925__9.csv,SG_CSV0000000000000925.csv,q20_q212,q20_q212
SG_CSV0000000000000925__19.csv,SG_CSV0000000000001714.csv,socialnetwork_1_slice,socialnetwork_1_slice
SG_CSV0000000000000925__19.csv,SG_CSV0000000000000925__18.csv,ban_q18_q191,ban_q18_q191
SG_CSV0000000000000925__11.csv,SG_CSV0000000000000925__10.csv,ban_q436,ban_q436
SG_CSV0000000000000925__9.csv,SG_CSV0000000000000925__10.csv,ban_children4,ban_children4
SG_CSV0000000000000925__9.csv,SG_CSV0000000000000925.csv,ban_occupation_status2,ban_occupation_status2
SG_CSV0000000000000925__11.csv,SG_CSV0000000000000925__10.csv,ban_q433,ban_q433
CAN_CSV0000000000001018.csv,CAN_CSV0000000000012689.csv,STATUS,STATUS
SG_CSV0000000000000925__8.csv,SG_CSV0000000000000925__7.csv,socialnetwork_dp10,socialnetwork_dp10
USA_CSV0000000000034070__19.csv,USA_CSV0000000000033169__9.csv,Other Developmental Disability,Other Developmental Disability
USA_CSV0000000000033169__23.csv,USA_CSV0000000000034070__18.csv,Hyperlipidemia,Hyperlipidemia
UK_CSV0000000000006255__38.csv,UK_CSV0000000000006255__37.csv,q10f_07,q10f_07
SG_CSV0000000000000925__8.csv,SG_CSV0000000000000925__10.csv,ban_occupation_status2,ban_occupation_status2
USA_CSV0000000000033169__23.csv,USA_CSV0000000000034070__24.csv,Hyperlipidemia,Hyperlipidemia
USA_CSV0000000000034070__19.csv,USA_CSV0000000000034070__22.csv,Hyperlipidemia,Hyperlipidemia
SG_CSV0000000000000925__9.csv,SG_CSV0000000000001714__28.csv,ban_children4,ban_children4
SG_CSV0000000000000925__8.csv,SG_CSV0000000000000925__9.csv,ban_occupation_status9,ban_occupation_status9
USA_CSV0000000000034070__15.csv,USA_CSV0000000000034070__15.csv,Other Insurance,Other Insurance
USA_CSV0000000000033169__22.csv,USA_CSV0000000000033169.csv,Other Developmental Disability,Other Developmental Disability
SG_CSV0000000000000925__42.csv,SG_CSV0000000000001714.csv,socialnetwork_dp10,socialnetwork_dp10
SG_CSV0000000000000925__11.csv,SG_CSV0000000000001714.csv,ban_q18_q191,ban_q18_q191
SG_CSV0000000000000925__9.csv,SG_CSV0000000000000925__11.csv,ban_q18_q191,ban_q18_q191
UK_CSV0000000000006255__16.csv,UK_CSV0000000000006255__16.csv,q05_15,q05_15
SG_CSV0000000000001714__46.csv,SG_CSV0000000000001714.csv,socialnetwork_4_slice,socialnetwork_4_slice
SG_CSV0000000000000925__8.csv,SG_CSV0000000000000925__8.csv,socialnetwork_dp10,socialnetwork_dp10
SG_CSV0000000000000925__11.csv,SG_CSV0000000000000925__20.csv,ban_occupation_role6,ban_occupation_role6
