LEFT_TABLE;LEFT_COLUMN;RIGHT_TABLE;RIGHT_COLUMN;KEY;JOINABLE_LEVEL;COLUMN_JOINABILITY
listings_detailed.csv;is_location_exact;listings_summary.csv;is_business_travel_ready;listings_detailed.csv#is_location_exact#listings_summary.csv#is_business_travel_ready;1;NO
listings_detailed.csv;is_location_exact;listings_summary.csv;require_guest_profile_picture;listings_detailed.csv#is_location_exact#listings_summary.csv#require_guest_profile_picture;1;NO
listings_detailed.csv;is_location_exact;listings_summary.csv;require_guest_phone_verification;listings_detailed.csv#is_location_exact#listings_summary.csv#require_guest_phone_verification;1;NO
listings_detailed.csv;room_type;listings_summary.csv;room_type;listings_detailed.csv#room_type#listings_summary.csv#room_type;4;NO
listings_detailed.csv;bed_type;listings_summary.csv;bed_type;listings_detailed.csv#bed_type#listings_summary.csv#bed_type;4;NO
listings_detailed.csv;price;listings_summary.csv;price;listings_detailed.csv#price#listings_summary.csv#price;4;NO
listings_detailed.csv;price;listings_summary.csv;security_deposit;listings_detailed.csv#price#listings_summary.csv#security_deposit;2;NO
listings_detailed.csv;cleaning_fee;listings_summary.csv;price;listings_detailed.csv#cleaning_fee#listings_summary.csv#price;2;NO
listings_detailed.csv;cleaning_fee;listings_summary.csv;cleaning_fee;listings_detailed.csv#cleaning_fee#listings_summary.csv#cleaning_fee;4;NO
listings_detailed.csv;cleaning_fee;listings_summary.csv;extra_people;listings_detailed.csv#cleaning_fee#listings_summary.csv#extra_people;2;NO
listings_detailed.csv;extra_people;listings_summary.csv;price;listings_detailed.csv#extra_people#listings_summary.csv#price;2;NO
listings_detailed.csv;extra_people;listings_summary.csv;cleaning_fee;listings_detailed.csv#extra_people#listings_summary.csv#cleaning_fee;2;NO
listings_detailed.csv;extra_people;listings_summary.csv;extra_people;listings_detailed.csv#extra_people#listings_summary.csv#extra_people;4;NO
listings_detailed.csv;calendar_updated;listings_summary.csv;calendar_updated;listings_detailed.csv#calendar_updated#listings_summary.csv#calendar_updated;4;NO
listings_detailed.csv;has_availability;listings_summary.csv;has_availability;listings_detailed.csv#has_availability#listings_summary.csv#has_availability;4;NO
listings_detailed.csv;first_review;listings_summary.csv;host_since;listings_detailed.csv#first_review#listings_summary.csv#host_since;2;NO
listings_detailed.csv;first_review;listings_summary.csv;first_review;listings_detailed.csv#first_review#listings_summary.csv#first_review;4;NO
listings_detailed.csv;first_review;listings_summary.csv;last_review;listings_detailed.csv#first_review#listings_summary.csv#last_review;2;NO
listings_detailed.csv;requires_license;listings_summary.csv;has_availability;listings_detailed.csv#requires_license#listings_summary.csv#has_availability;1;NO
listings_detailed.csv;instant_bookable;listings_summary.csv;host_is_superhost;listings_detailed.csv#instant_bookable#listings_summary.csv#host_is_superhost;1;NO
listings_detailed.csv;instant_bookable;listings_summary.csv;host_has_profile_pic;listings_detailed.csv#instant_bookable#listings_summary.csv#host_has_profile_pic;1;NO
listings_detailed.csv;instant_bookable;listings_summary.csv;host_identity_verified;listings_detailed.csv#instant_bookable#listings_summary.csv#host_identity_verified;1;NO
listings_detailed.csv;instant_bookable;listings_summary.csv;is_location_exact;listings_detailed.csv#instant_bookable#listings_summary.csv#is_location_exact;1;NO
listings_detailed.csv;instant_bookable;listings_summary.csv;has_availability;listings_detailed.csv#instant_bookable#listings_summary.csv#has_availability;1;NO
listings_detailed.csv;instant_bookable;listings_summary.csv;requires_license;listings_detailed.csv#instant_bookable#listings_summary.csv#requires_license;1;NO
listings_detailed.csv;instant_bookable;listings_summary.csv;instant_bookable;listings_detailed.csv#instant_bookable#listings_summary.csv#instant_bookable;4;NO
listings_detailed.csv;instant_bookable;listings_summary.csv;is_business_travel_ready;listings_detailed.csv#instant_bookable#listings_summary.csv#is_business_travel_ready;1;NO
listings_detailed.csv;instant_bookable;listings_summary.csv;require_guest_profile_picture;listings_detailed.csv#instant_bookable#listings_summary.csv#require_guest_profile_picture;1;NO
listings_detailed.csv;instant_bookable;listings_summary.csv;require_guest_phone_verification;listings_detailed.csv#instant_bookable#listings_summary.csv#require_guest_phone_verification;1;NO
listings_detailed.csv;is_business_travel_ready;listings_summary.csv;is_business_travel_ready;listings_detailed.csv#is_business_travel_ready#listings_summary.csv#is_business_travel_ready;4;NO
listings_detailed.csv;cancellation_policy;listings_summary.csv;cancellation_policy;listings_detailed.csv#cancellation_policy#listings_summary.csv#cancellation_policy;4;NO
listings_detailed.csv;require_guest_profile_picture;listings_summary.csv;host_is_superhost;listings_detailed.csv#require_guest_profile_picture#listings_summary.csv#host_is_superhost;1;NO
listings_detailed.csv;require_guest_profile_picture;listings_summary.csv;host_has_profile_pic;listings_detailed.csv#require_guest_profile_picture#listings_summary.csv#host_has_profile_pic;1;NO
listings_detailed.csv;require_guest_profile_picture;listings_summary.csv;host_identity_verified;listings_detailed.csv#require_guest_profile_picture#listings_summary.csv#host_identity_verified;1;NO
listings_detailed.csv;require_guest_profile_picture;listings_summary.csv;is_location_exact;listings_detailed.csv#require_guest_profile_picture#listings_summary.csv#is_location_exact;1;NO
listings_detailed.csv;require_guest_profile_picture;listings_summary.csv;has_availability;listings_detailed.csv#require_guest_profile_picture#listings_summary.csv#has_availability;1;NO
listings_detailed.csv;require_guest_profile_picture;listings_summary.csv;requires_license;listings_detailed.csv#require_guest_profile_picture#listings_summary.csv#requires_license;1;NO
listings_detailed.csv;require_guest_profile_picture;listings_summary.csv;instant_bookable;listings_detailed.csv#require_guest_profile_picture#listings_summary.csv#instant_bookable;1;NO
listings_detailed.csv;require_guest_profile_picture;listings_summary.csv;is_business_travel_ready;listings_detailed.csv#require_guest_profile_picture#listings_summary.csv#is_business_travel_ready;1;NO
listings_detailed.csv;require_guest_profile_picture;listings_summary.csv;require_guest_profile_picture;listings_detailed.csv#require_guest_profile_picture#listings_summary.csv#require_guest_profile_picture;1;NO
listings_detailed.csv;require_guest_profile_picture;listings_summary.csv;require_guest_phone_verification;listings_detailed.csv#require_guest_profile_picture#listings_summary.csv#require_guest_phone_verification;4;NO
listings_detailed.csv;require_guest_phone_verification;listings_summary.csv;host_is_superhost;listings_detailed.csv#require_guest_phone_verification#listings_summary.csv#host_is_superhost;1;NO
listings_detailed.csv;require_guest_phone_verification;listings_summary.csv;host_has_profile_pic;listings_detailed.csv#require_guest_phone_verification#listings_summary.csv#host_has_profile_pic;1;NO
listings_detailed.csv;require_guest_phone_verification;listings_summary.csv;host_identity_verified;listings_detailed.csv#require_guest_phone_verification#listings_summary.csv#host_identity_verified;1;NO
listings_detailed.csv;require_guest_phone_verification;listings_summary.csv;is_location_exact;listings_detailed.csv#require_guest_phone_verification#listings_summary.csv#is_location_exact;1;NO
listings_detailed.csv;require_guest_phone_verification;listings_summary.csv;has_availability;listings_detailed.csv#require_guest_phone_verification#listings_summary.csv#has_availability;1;NO
listings_detailed.csv;require_guest_phone_verification;listings_summary.csv;requires_license;listings_detailed.csv#require_guest_phone_verification#listings_summary.csv#requires_license;1;NO
listings_detailed.csv;require_guest_phone_verification;listings_summary.csv;instant_bookable;listings_detailed.csv#require_guest_phone_verification#listings_summary.csv#instant_bookable;1;NO
listings_detailed.csv;require_guest_phone_verification;listings_summary.csv;is_business_travel_ready;listings_detailed.csv#require_guest_phone_verification#listings_summary.csv#is_business_travel_ready;1;NO
listings_detailed.csv;require_guest_phone_verification;listings_summary.csv;require_guest_profile_picture;listings_detailed.csv#require_guest_phone_verification#listings_summary.csv#require_guest_profile_picture;1;NO
listings_detailed.csv;require_guest_phone_verification;listings_summary.csv;require_guest_phone_verification;listings_detailed.csv#require_guest_phone_verification#listings_summary.csv#require_guest_phone_verification;4;NO
issued-building-permits.csv;IssueDate;listings_detailed.csv;host_since;issued-building-permits.csv#IssueDate#listings_detailed.csv#host_since;2;NO
issued-building-permits.csv;IssueDate;listings_detailed.csv;first_review;issued-building-permits.csv#IssueDate#listings_detailed.csv#first_review;3;NO
players.csv;flag;total-and-urban-population-annual-1950-2050.csv;LOCATION_REGIONID;players.csv#flag#total-and-urban-population-annual-1950-2050.csv#LOCATION_REGIONID;4;YES
global-innovation-index-2015.csv;COUNTRY_ID;players.csv;flag;global-innovation-index-2015.csv#COUNTRY_ID#players.csv#flag;4;YES
global-innovation-index-2015.csv;COUNTRY_REGIONID;players.csv;flag;global-innovation-index-2015.csv#COUNTRY_REGIONID#players.csv#flag;2;YES
makemytrip_com-travel_sample.csv;site_review_count;provisional-2016-bi-annual-aquatic-and-terrestrial-monitoring-results-26062017-raw-results.csv;LOD;makemytrip_com-travel_sample.csv#site_review_count#provisional-2016-bi-annual-aquatic-and-terrestrial-monitoring-results-26062017-raw-results.csv#LOD;1;NO
global-greenhouse-gas-emissions.csv;Country;total-and-urban-population-annual-1950-2050.csv;LOCATION_NAME;global-greenhouse-gas-emissions.csv#Country#total-and-urban-population-annual-1950-2050.csv#LOCATION_NAME;4;YES
global-greenhouse-gas-emissions.csv;Country;global-innovation-index-2015.csv;COUNTRY_NAME;global-greenhouse-gas-emissions.csv#Country#global-innovation-index-2015.csv#COUNTRY_NAME;4;YES
Accidental_Drug_Related_Deaths_2012-2018.csv;Sex;IPODataFull.csv;CEOGender;Accidental_Drug_Related_Deaths_2012-2018.csv#Sex#IPODataFull.csv#CEOGender;2;NO
Accidental_Drug_Related_Deaths_2012-2018.csv;Sex;IPODataFull.csv;PresidentGender;Accidental_Drug_Related_Deaths_2012-2018.csv#Sex#IPODataFull.csv#PresidentGender;2;NO
Accidental_Drug_Related_Deaths_2012-2018.csv;Sex;IPODataFull.csv;usableCEOGender;Accidental_Drug_Related_Deaths_2012-2018.csv#Sex#IPODataFull.csv#usableCEOGender;2;NO
Accidental_Drug_Related_Deaths_2012-2018.csv;Sex;IPODataFull.csv;usablePresidentGender;Accidental_Drug_Related_Deaths_2012-2018.csv#Sex#IPODataFull.csv#usablePresidentGender;2;NO
Accidental_Drug_Related_Deaths_2012-2018.csv;Sex;IPODataFull.csv;yearDifferenceGrouped;Accidental_Drug_Related_Deaths_2012-2018.csv#Sex#IPODataFull.csv#yearDifferenceGrouped;1;NO
Accidental_Drug_Related_Deaths_2012-2018.csv;ResidenceState;IPODataFull.csv;stateCountry;Accidental_Drug_Related_Deaths_2012-2018.csv#ResidenceState#IPODataFull.csv#stateCountry;3;YES
animal-control-inventory-register.csv;DateImpounded;episodes.csv;program;animal-control-inventory-register.csv#DateImpounded#episodes.csv#program;2;NO
animal-control-inventory-register.csv;DateImpounded;episodes.csv;episode_date;animal-control-inventory-register.csv#DateImpounded#episodes.csv#episode_date;2;NO
episodes.csv;program;listings_summary.csv;host_since;episodes.csv#program#listings_summary.csv#host_since;2;NO
episodes.csv;episode_date;listings_summary.csv;host_since;episodes.csv#episode_date#listings_summary.csv#host_since;1;NO
episodes.csv;episode_date;listings_summary.csv;first_review;episodes.csv#episode_date#listings_summary.csv#first_review;1;NO
episodes.csv;episode_date;water-distribution-mains.csv;INSTALLATION_DATE;episodes.csv#episode_date#water-distribution-mains.csv#INSTALLATION_DATE;2;NO
animal-control-inventory-register.csv;DateImpounded;listings_summary.csv;host_since;animal-control-inventory-register.csv#DateImpounded#listings_summary.csv#host_since;1;NO
animal-control-inventory-register.csv;DateImpounded;listings_summary.csv;first_review;animal-control-inventory-register.csv#DateImpounded#listings_summary.csv#first_review;1;NO
india-census-data-2011-census-primary-abstract.csv;FREQUENCY;total-and-urban-population-annual-1950-2050.csv;FREQUENCY;india-census-data-2011-census-primary-abstract.csv#FREQUENCY#total-and-urban-population-annual-1950-2050.csv#FREQUENCY;4;NO
global-innovation-index-2015.csv;FREQUENCY;india-census-data-2011-census-primary-abstract.csv;FREQUENCY;global-innovation-index-2015.csv#FREQUENCY#india-census-data-2011-census-primary-abstract.csv#FREQUENCY;4;NO
district-wise-rainfall-data-for-india-2014.csv;DISTRICTS_REGIONID;india-census-data-2011-census-primary-abstract.csv;LOCATION_ID;district-wise-rainfall-data-for-india-2014.csv#DISTRICTS_REGIONID#india-census-data-2011-census-primary-abstract.csv#LOCATION_ID;4;YES
district-wise-rainfall-data-for-india-2014.csv;DISTRICTS_NAME;india-census-data-2011-census-primary-abstract.csv;LOCATION_NAME;district-wise-rainfall-data-for-india-2014.csv#DISTRICTS_NAME#india-census-data-2011-census-primary-abstract.csv#LOCATION_NAME;4;YES
district-wise-rainfall-data-for-india-2014.csv;DISTRICTS_REGIONID;india-census-data-2011-census-primary-abstract.csv;LOCATION_REGIONID;district-wise-rainfall-data-for-india-2014.csv#DISTRICTS_REGIONID#india-census-data-2011-census-primary-abstract.csv#LOCATION_REGIONID;4;YES
india-census-data-2011-census-primary-abstract.csv;FREQUENCY;saudi-arabia-world-development-indicators-1960-2014.csv;Periodicity;india-census-data-2011-census-primary-abstract.csv#FREQUENCY#saudi-arabia-world-development-indicators-1960-2014.csv#Periodicity;3;NO
global-innovation-index-2015.csv;FREQUENCY;total-and-urban-population-annual-1950-2050.csv;FREQUENCY;global-innovation-index-2015.csv#FREQUENCY#total-and-urban-population-annual-1950-2050.csv#FREQUENCY;4;NO
global-innovation-index-2015.csv;COUNTRY_ID;total-and-urban-population-annual-1950-2050.csv;LOCATION_ID;global-innovation-index-2015.csv#COUNTRY_ID#total-and-urban-population-annual-1950-2050.csv#LOCATION_ID;4;YES
global-innovation-index-2015.csv;COUNTRY_REGIONID;total-and-urban-population-annual-1950-2050.csv;LOCATION_ID;global-innovation-index-2015.csv#COUNTRY_REGIONID#total-and-urban-population-annual-1950-2050.csv#LOCATION_ID;4;YES
global-innovation-index-2015.csv;COUNTRY_NAME;total-and-urban-population-annual-1950-2050.csv;LOCATION_NAME;global-innovation-index-2015.csv#COUNTRY_NAME#total-and-urban-population-annual-1950-2050.csv#LOCATION_NAME;4;YES
global-innovation-index-2015.csv;COUNTRY_ID;total-and-urban-population-annual-1950-2050.csv;LOCATION_REGIONID;global-innovation-index-2015.csv#COUNTRY_ID#total-and-urban-population-annual-1950-2050.csv#LOCATION_REGIONID;4;YES
global-innovation-index-2015.csv;COUNTRY_REGIONID;total-and-urban-population-annual-1950-2050.csv;LOCATION_REGIONID;global-innovation-index-2015.csv#COUNTRY_REGIONID#total-and-urban-population-annual-1950-2050.csv#LOCATION_REGIONID;4;YES
emissions_agriculture_energy_e_all_data_norm.csv;Country;total-and-urban-population-annual-1950-2050.csv;LOCATION_NAME;emissions_agriculture_energy_e_all_data_norm.csv#Country#total-and-urban-population-annual-1950-2050.csv#LOCATION_NAME;4;YES
saudi-arabia-world-development-indicators-1960-2014.csv;Periodicity;total-and-urban-population-annual-1950-2050.csv;FREQUENCY;saudi-arabia-world-development-indicators-1960-2014.csv#Periodicity#total-and-urban-population-annual-1950-2050.csv#FREQUENCY;4;NO
saudi-arabia-world-development-indicators-1960-2014.csv;Country;total-and-urban-population-annual-1950-2050.csv;LOCATION_NAME;saudi-arabia-world-development-indicators-1960-2014.csv#Country#total-and-urban-population-annual-1950-2050.csv#LOCATION_NAME;4;YES
property-addresses.csv;Geo Local Area;sewer-manholes.csv;Geo Local Area;property-addresses.csv#Geo Local Area#sewer-manholes.csv#Geo Local Area;4;YES
IPODataFull.csv;CEOInChargeDuringIPO;makemytrip_com-travel_sample.csv;is_value_plus;IPODataFull.csv#CEOInChargeDuringIPO#makemytrip_com-travel_sample.csv#is_value_plus;1;NO
IPODataFull.csv;presidentInChargeDuringIPO;makemytrip_com-travel_sample.csv;is_value_plus;IPODataFull.csv#presidentInChargeDuringIPO#makemytrip_com-travel_sample.csv#is_value_plus;1;NO
IPODataFull.csv;USACompany;makemytrip_com-travel_sample.csv;is_value_plus;IPODataFull.csv#USACompany#makemytrip_com-travel_sample.csv#is_value_plus;1;NO
global-innovation-index-2015.csv;FREQUENCY;saudi-arabia-world-development-indicators-1960-2014.csv;Periodicity;global-innovation-index-2015.csv#FREQUENCY#saudi-arabia-world-development-indicators-1960-2014.csv#Periodicity;4;NO
abandoned-water-mains.csv;MATERIAL;water-distribution-mains.csv;MATERIAL;abandoned-water-mains.csv#MATERIAL#water-distribution-mains.csv#MATERIAL;4;NO
